target_key,arm,provider,condition,dataset,experiment,question_id,source_key,model,run_index,prompt_version,run1_cell_key,run1_selected_letter,run1_correct_letter,run1_request_sha256,run1_response_sha256,run1_result_database,run1_result_experiment,input_fields_sha256,system_prompt_sha256,user_prompt_sha256,source_content_sha256,source_raw_form_sha256,status
openrouter_A|comunidad-de-madrid|2021|main|68|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n048,comunidad-de-madrid|2021|main|68,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n048|comunidad-de-madrid|2021|main|68|qwen/qwen3.6-35b-a3b|1,c,d,c1f978d7b641fd69ff68994e2580ab1315d85d506e841a2361536342f9cedf74,c6363cade2e112960bfe6e846d0a6cb15c87ad076985fa094f4ce5d923b7841d,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,37aa34a15e2a4aa8c17202b01118af105f52ddf5cfeb91b1d182b8452514033a,,4c2a5b2f3f47de77f1951a338887875b7232c92b79800c6e6c70673ece80140d,37aa34a15e2a4aa8c17202b01118af105f52ddf5cfeb91b1d182b8452514033a,37aa34a15e2a4aa8c17202b01118af105f52ddf5cfeb91b1d182b8452514033a,READY_NOT_RUN
openrouter_A|comunitat-valenciana|2022|main-47-80|76|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n153,comunitat-valenciana|2022|main-47-80|76,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n153|comunitat-valenciana|2022|main-47-80|76|qwen/qwen3.6-35b-a3b|1,b,b,ba88e2d182c80c195fdb833961216397e4e67a84d11f4b1644742005fa815b34,6eefb78d50e951e148e139f5249266b8b64e6a11654c0375dcbb870dcd4357f7,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,57176c388800dd69f34acc82a51e1e200057eeb473dc0ac59d01727034392784,,ce58d38fd2eac2922e570242dfae85151367de8ad47b18f87dc7b0d8d601e9b3,57176c388800dd69f34acc82a51e1e200057eeb473dc0ac59d01727034392784,57176c388800dd69f34acc82a51e1e200057eeb473dc0ac59d01727034392784,READY_NOT_RUN
openrouter_A|comunitat-valenciana|2022|main-47-80|76|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n153,comunitat-valenciana|2022|main-47-80|76,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n153|comunitat-valenciana|2022|main-47-80|76|qwen/qwen3.6-35b-a3b|1,b,b,ba88e2d182c80c195fdb833961216397e4e67a84d11f4b1644742005fa815b34,6eefb78d50e951e148e139f5249266b8b64e6a11654c0375dcbb870dcd4357f7,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,57176c388800dd69f34acc82a51e1e200057eeb473dc0ac59d01727034392784,,ce58d38fd2eac2922e570242dfae85151367de8ad47b18f87dc7b0d8d601e9b3,57176c388800dd69f34acc82a51e1e200057eeb473dc0ac59d01727034392784,57176c388800dd69f34acc82a51e1e200057eeb473dc0ac59d01727034392784,READY_NOT_RUN
openrouter_A|galicia|2016|main|13|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n073,galicia|2016|main|13,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n073|galicia|2016|main|13|qwen/qwen3.6-35b-a3b|1,c,d,45ab391ba4a58b308ec0f829ef0db93b589cd4ef75b96783a7a0ec962086d42d,8912511032cabdde2a387eee371311340c0274a563aae2978c794b12d9fa7d6c,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,149ff2622c79d566513b52352a36da8f8190ddcaf1c990364ea054492207cf83,,88ef7a9593b83232e5af930ef9b0ff300f0b48097e4e356dc35967af9fa8d845,149ff2622c79d566513b52352a36da8f8190ddcaf1c990364ea054492207cf83,149ff2622c79d566513b52352a36da8f8190ddcaf1c990364ea054492207cf83,READY_NOT_RUN
openrouter_A|galicia|2016|main|13|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n073,galicia|2016|main|13,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n073|galicia|2016|main|13|qwen/qwen3.6-35b-a3b|1,c,d,45ab391ba4a58b308ec0f829ef0db93b589cd4ef75b96783a7a0ec962086d42d,8912511032cabdde2a387eee371311340c0274a563aae2978c794b12d9fa7d6c,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,149ff2622c79d566513b52352a36da8f8190ddcaf1c990364ea054492207cf83,,88ef7a9593b83232e5af930ef9b0ff300f0b48097e4e356dc35967af9fa8d845,149ff2622c79d566513b52352a36da8f8190ddcaf1c990364ea054492207cf83,149ff2622c79d566513b52352a36da8f8190ddcaf1c990364ea054492207cf83,READY_NOT_RUN
openrouter_A|galicia|2016|main|7|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n032,galicia|2016|main|7,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n032|galicia|2016|main|7|qwen/qwen3.6-35b-a3b|1,d,c,f07930958232a874d998f27af0516bea1234c5d0149c3687a3df4e3af5dabe4b,1dc2ec04184dc25cc4a3cc5f42c4356df5fd9211b6d9a1fb67842485bcb28e68,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,12b32ba9f2b1baa5fd54ace8139051a4bb5eae7ec8ecfef9b438ae3082f1a3e8,,10461966d08313405e430fe0e4111564cd74e8d6bf3db4bd1290e18f0bb53432,12b32ba9f2b1baa5fd54ace8139051a4bb5eae7ec8ecfef9b438ae3082f1a3e8,12b32ba9f2b1baa5fd54ace8139051a4bb5eae7ec8ecfef9b438ae3082f1a3e8,READY_NOT_RUN
openrouter_A|galicia|2016|main|7|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n032,galicia|2016|main|7,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n032|galicia|2016|main|7|qwen/qwen3.6-35b-a3b|1,d,c,f07930958232a874d998f27af0516bea1234c5d0149c3687a3df4e3af5dabe4b,1dc2ec04184dc25cc4a3cc5f42c4356df5fd9211b6d9a1fb67842485bcb28e68,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,12b32ba9f2b1baa5fd54ace8139051a4bb5eae7ec8ecfef9b438ae3082f1a3e8,,10461966d08313405e430fe0e4111564cd74e8d6bf3db4bd1290e18f0bb53432,12b32ba9f2b1baa5fd54ace8139051a4bb5eae7ec8ecfef9b438ae3082f1a3e8,12b32ba9f2b1baa5fd54ace8139051a4bb5eae7ec8ecfef9b438ae3082f1a3e8,READY_NOT_RUN
openrouter_A|galicia|2016|main|87|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n141,galicia|2016|main|87,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n141|galicia|2016|main|87|qwen/qwen3.6-35b-a3b|1,a,c,9392108a85bacdffb19ceec90f8f6cf52a41a4f185189d0e44b1e5aa90e23567,e58621d173dcc605310cabcf0386327c2e5a4ff96462df9ac4863b9a3fc2b329,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,,c7cd082d4f5c76a38882d105453b4ede897a789b7edb9b0f5e2061761dfb1172,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,READY_NOT_RUN
openrouter_A|galicia|2016|main|87|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n141,galicia|2016|main|87,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n141|galicia|2016|main|87|qwen/qwen3.6-35b-a3b|1,a,c,9392108a85bacdffb19ceec90f8f6cf52a41a4f185189d0e44b1e5aa90e23567,e58621d173dcc605310cabcf0386327c2e5a4ff96462df9ac4863b9a3fc2b329,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,,c7cd082d4f5c76a38882d105453b4ede897a789b7edb9b0f5e2061761dfb1172,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,f5c7cad13500866619b37db86e0b48e60c75d0da62bc29c702f8140702f21fff,READY_NOT_RUN
openrouter_A|galicia|2016|reserva-especifica|107|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b296,galicia|2016|reserva-especifica|107,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|b296|galicia|2016|reserva-especifica|107|qwen/qwen3.6-35b-a3b|1,c,b,e8fef31f536a615a155a275a8463903a2faa91e184bb660c75a1f61e4fad7b23,b784457e6e8b0585f0ee9c97964364fdabcf98e406be953796cc60ff173a77af,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,238c63f86cd62d969dc822adeff08159156a50d1bdf05a7818866ffd58fe98ac,,3d1e82bdd95e0bb914cc58671281079ccacccca6dfe916b853b7aadc5148701b,a29ac1aec909df618d386e1ad12f0927a5537e157cff7a5bbb719dfbbcf8e943,238c63f86cd62d969dc822adeff08159156a50d1bdf05a7818866ffd58fe98ac,READY_NOT_RUN
openrouter_A|galicia|2016|reserva-especifica|107|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b296,galicia|2016|reserva-especifica|107,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|b296|galicia|2016|reserva-especifica|107|qwen/qwen3.6-35b-a3b|1,c,b,e8fef31f536a615a155a275a8463903a2faa91e184bb660c75a1f61e4fad7b23,b784457e6e8b0585f0ee9c97964364fdabcf98e406be953796cc60ff173a77af,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,238c63f86cd62d969dc822adeff08159156a50d1bdf05a7818866ffd58fe98ac,,3d1e82bdd95e0bb914cc58671281079ccacccca6dfe916b853b7aadc5148701b,a29ac1aec909df618d386e1ad12f0927a5537e157cff7a5bbb719dfbbcf8e943,238c63f86cd62d969dc822adeff08159156a50d1bdf05a7818866ffd58fe98ac,READY_NOT_RUN
openrouter_A|galicia|2016|reserva-especifica|108|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b211,galicia|2016|reserva-especifica|108,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|b211|galicia|2016|reserva-especifica|108|qwen/qwen3.6-35b-a3b|1,a,b,1bccd48dcac459339c832c2ca58b36fb140e1c3a75368bdd4a1c54a8563b2b95,dceae0b6ac45e4b084c355514e0f42a4de87ea2d09bb21702730365795eeafac,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,837fd5ac9164453e2da1d21af73ffefe73063db579c270a6b3997353ca45d63d,,c38f81b60f919fc574bf47447d4d790174e523a3f2e95adc0a80d6b313725682,35edcf95759c180d033b4d8a9177d8846bd03902fa6ef888a407be46d7c4721e,837fd5ac9164453e2da1d21af73ffefe73063db579c270a6b3997353ca45d63d,READY_NOT_RUN
openrouter_A|galicia|2016|reserva-especifica|108|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,b211,galicia|2016|reserva-especifica|108,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|b211|galicia|2016|reserva-especifica|108|qwen/qwen3.6-35b-a3b|1,a,b,1bccd48dcac459339c832c2ca58b36fb140e1c3a75368bdd4a1c54a8563b2b95,dceae0b6ac45e4b084c355514e0f42a4de87ea2d09bb21702730365795eeafac,data/experiment-31-07-26/experiment.sqlite,expA_or_310726,837fd5ac9164453e2da1d21af73ffefe73063db579c270a6b3997353ca45d63d,,c38f81b60f919fc574bf47447d4d790174e523a3f2e95adc0a80d6b313725682,35edcf95759c180d033b4d8a9177d8846bd03902fa6ef888a407be46d7c4721e,837fd5ac9164453e2da1d21af73ffefe73063db579c270a6b3997353ca45d63d,READY_NOT_RUN
openrouter_A|galicia|2022|main|2|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n014,galicia|2022|main|2,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n014|galicia|2022|main|2|qwen/qwen3.6-35b-a3b|1,b,c,fe5d1fd86c547d87722ea8dec2c4ad26ea20fc767b09be85ec3a5a5c444dac96,41ba420527f570f2f733bd2a45f2f1a67dce78875e487a33cfc6a839152341a7,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,2428e9040121a93207b1db388261c63feac15dbfadab31d8ea0395da70adf70d,,9536b15bd71e62600813aa6dd5bf3e67bfe33101af314c6e46b59de6cfdc2711,2428e9040121a93207b1db388261c63feac15dbfadab31d8ea0395da70adf70d,2428e9040121a93207b1db388261c63feac15dbfadab31d8ea0395da70adf70d,READY_NOT_RUN
openrouter_A|galicia|2022|main|2|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n014,galicia|2022|main|2,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n014|galicia|2022|main|2|qwen/qwen3.6-35b-a3b|1,b,c,fe5d1fd86c547d87722ea8dec2c4ad26ea20fc767b09be85ec3a5a5c444dac96,41ba420527f570f2f733bd2a45f2f1a67dce78875e487a33cfc6a839152341a7,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,2428e9040121a93207b1db388261c63feac15dbfadab31d8ea0395da70adf70d,,9536b15bd71e62600813aa6dd5bf3e67bfe33101af314c6e46b59de6cfdc2711,2428e9040121a93207b1db388261c63feac15dbfadab31d8ea0395da70adf70d,2428e9040121a93207b1db388261c63feac15dbfadab31d8ea0395da70adf70d,READY_NOT_RUN
openrouter_A|galicia|2022|main|23|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n041,galicia|2022|main|23,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n041|galicia|2022|main|23|qwen/qwen3.6-35b-a3b|1,c,b,95fa30cb60e01eee0ebcc8f556b28e0889bc71e7a705d22dd623a2dc55ba1a8a,ec335d6a617e3273602cd36a7ec0001eb36146a23b2e75c9c704a3e18fb50951,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,498d5ffa14ed45fd77d6281294f541a4d8ae67eba138f311d6959aa93fb9f3f6,,f2ac0773887c95086ca5d4b1c677f75422a4d62189a468bf17a9cbbfb5e3a7c3,498d5ffa14ed45fd77d6281294f541a4d8ae67eba138f311d6959aa93fb9f3f6,498d5ffa14ed45fd77d6281294f541a4d8ae67eba138f311d6959aa93fb9f3f6,READY_NOT_RUN
openrouter_A|galicia|2022|main|23|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n041,galicia|2022|main|23,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n041|galicia|2022|main|23|qwen/qwen3.6-35b-a3b|1,c,b,95fa30cb60e01eee0ebcc8f556b28e0889bc71e7a705d22dd623a2dc55ba1a8a,ec335d6a617e3273602cd36a7ec0001eb36146a23b2e75c9c704a3e18fb50951,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,498d5ffa14ed45fd77d6281294f541a4d8ae67eba138f311d6959aa93fb9f3f6,,f2ac0773887c95086ca5d4b1c677f75422a4d62189a468bf17a9cbbfb5e3a7c3,498d5ffa14ed45fd77d6281294f541a4d8ae67eba138f311d6959aa93fb9f3f6,498d5ffa14ed45fd77d6281294f541a4d8ae67eba138f311d6959aa93fb9f3f6,READY_NOT_RUN
openrouter_A|galicia|2022|main|3|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n040,galicia|2022|main|3,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n040|galicia|2022|main|3|qwen/qwen3.6-35b-a3b|1,d,c,903e166b4410c759349d2976e227c62436007a45a4216ba4af576968d77d7818,5b4aec0d1419fc5fec2fd3de695389ef650dd7e76044ff8de2a285a8ae42ae98,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,65ecc3bed0b674704a7ba98767c5a73ec0e36cef4d601f84f349bfb9d405e853,,b251ac74eaa345f55e08362596c9b50db2e744b30fccb2c437dfff7a7c6f7366,65ecc3bed0b674704a7ba98767c5a73ec0e36cef4d601f84f349bfb9d405e853,65ecc3bed0b674704a7ba98767c5a73ec0e36cef4d601f84f349bfb9d405e853,READY_NOT_RUN
openrouter_A|galicia|2022|main|3|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n040,galicia|2022|main|3,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n040|galicia|2022|main|3|qwen/qwen3.6-35b-a3b|1,d,c,903e166b4410c759349d2976e227c62436007a45a4216ba4af576968d77d7818,5b4aec0d1419fc5fec2fd3de695389ef650dd7e76044ff8de2a285a8ae42ae98,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,65ecc3bed0b674704a7ba98767c5a73ec0e36cef4d601f84f349bfb9d405e853,,b251ac74eaa345f55e08362596c9b50db2e744b30fccb2c437dfff7a7c6f7366,65ecc3bed0b674704a7ba98767c5a73ec0e36cef4d601f84f349bfb9d405e853,65ecc3bed0b674704a7ba98767c5a73ec0e36cef4d601f84f349bfb9d405e853,READY_NOT_RUN
openrouter_A|galicia|2022|main|32|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n056,galicia|2022|main|32,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n056|galicia|2022|main|32|qwen/qwen3.6-35b-a3b|1,d,b,ccbfeb9269689fe7a1a92d9c771d44ccfbda8ebb43e2ca13c83733f94affa310,65e5d15f0b7078260bb051b8b06749f1f64e7411bbf9188a8cf79df3bea22c9b,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,e8dc180c9248fc165164d5c85a1d9e327b659828f583da77d174ec0cdf50c4e7,,27d95a34acd8ae27011c42d038fbc90c89a2442f2589c9833919e0dfb2f20260,e8dc180c9248fc165164d5c85a1d9e327b659828f583da77d174ec0cdf50c4e7,e8dc180c9248fc165164d5c85a1d9e327b659828f583da77d174ec0cdf50c4e7,READY_NOT_RUN
openrouter_A|galicia|2022|main|32|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n056,galicia|2022|main|32,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n056|galicia|2022|main|32|qwen/qwen3.6-35b-a3b|1,d,b,ccbfeb9269689fe7a1a92d9c771d44ccfbda8ebb43e2ca13c83733f94affa310,65e5d15f0b7078260bb051b8b06749f1f64e7411bbf9188a8cf79df3bea22c9b,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,e8dc180c9248fc165164d5c85a1d9e327b659828f583da77d174ec0cdf50c4e7,,27d95a34acd8ae27011c42d038fbc90c89a2442f2589c9833919e0dfb2f20260,e8dc180c9248fc165164d5c85a1d9e327b659828f583da77d174ec0cdf50c4e7,e8dc180c9248fc165164d5c85a1d9e327b659828f583da77d174ec0cdf50c4e7,READY_NOT_RUN
openrouter_A|galicia|2022|main|52|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n176,galicia|2022|main|52,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n176|galicia|2022|main|52|qwen/qwen3.6-35b-a3b|1,c,b,76f121ce0e0c04d6715d0a49e555cade3c8967da057082a8144aa13523b512e9,1ec767b10604247cf01f77b4c7dbf63984a0c750e271d0763f4ccfa0075b4eb8,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,0e637540a78b6a48fcb96697acf414933a610dccf0790f59ffa7096dd357af39,,d17b48da82badde4ed1ccf36130641f0caec5e8a8b927ba582b2c8ed2aecbb77,0e637540a78b6a48fcb96697acf414933a610dccf0790f59ffa7096dd357af39,0e637540a78b6a48fcb96697acf414933a610dccf0790f59ffa7096dd357af39,READY_NOT_RUN
openrouter_A|galicia|2022|main|52|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n176,galicia|2022|main|52,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n176|galicia|2022|main|52|qwen/qwen3.6-35b-a3b|1,c,b,76f121ce0e0c04d6715d0a49e555cade3c8967da057082a8144aa13523b512e9,1ec767b10604247cf01f77b4c7dbf63984a0c750e271d0763f4ccfa0075b4eb8,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,0e637540a78b6a48fcb96697acf414933a610dccf0790f59ffa7096dd357af39,,d17b48da82badde4ed1ccf36130641f0caec5e8a8b927ba582b2c8ed2aecbb77,0e637540a78b6a48fcb96697acf414933a610dccf0790f59ffa7096dd357af39,0e637540a78b6a48fcb96697acf414933a610dccf0790f59ffa7096dd357af39,READY_NOT_RUN
openrouter_A|galicia|2022|main|78|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n097,galicia|2022|main|78,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n097|galicia|2022|main|78|qwen/qwen3.6-35b-a3b|1,a,c,5505661df2622f6719d7e5623e901ac47a4f6e38c99f7de20a92c9aba732b054,ff6bd529821d3e3b32cb7059c9d4f685e46671babfd83cac726a8827044186a7,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,8897b7fae38c0e89a630d28c1756eabf52e80ab4bc0adefb9b403c7bf451d689,,9fbc05c711cc83ab9c121f45da96418e038d0de215392a7aed154d73427a2f72,8897b7fae38c0e89a630d28c1756eabf52e80ab4bc0adefb9b403c7bf451d689,8897b7fae38c0e89a630d28c1756eabf52e80ab4bc0adefb9b403c7bf451d689,READY_NOT_RUN
openrouter_A|galicia|2022|main|78|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n097,galicia|2022|main|78,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n097|galicia|2022|main|78|qwen/qwen3.6-35b-a3b|1,a,c,5505661df2622f6719d7e5623e901ac47a4f6e38c99f7de20a92c9aba732b054,ff6bd529821d3e3b32cb7059c9d4f685e46671babfd83cac726a8827044186a7,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,8897b7fae38c0e89a630d28c1756eabf52e80ab4bc0adefb9b403c7bf451d689,,9fbc05c711cc83ab9c121f45da96418e038d0de215392a7aed154d73427a2f72,8897b7fae38c0e89a630d28c1756eabf52e80ab4bc0adefb9b403c7bf451d689,8897b7fae38c0e89a630d28c1756eabf52e80ab4bc0adefb9b403c7bf451d689,READY_NOT_RUN
openrouter_A|galicia|2022|main|84|qwen/qwen3.6-35b-a3b|2,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n067,galicia|2022|main|84,qwen/qwen3.6-35b-a3b,2,mcq_es_v4,openrouter|A|n067|galicia|2022|main|84|qwen/qwen3.6-35b-a3b|1,a,c,bbdde5b7e49afd5eae0c487b8455c5f50b361babdd73b8dd0c703df6a635fddb,1beb348effe7584c9921c4b81ae427b6e550ae3e464ebf7dfb32cbb25136de67,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,8cbb10bad732714a984c6fc613188ae3f51c74e106ed186af6ba6dcd04326a15,,c59d44d6f661e776e60bbf0436ce77b51ac116393f3c8a894e51c41a087b75b4,8cbb10bad732714a984c6fc613188ae3f51c74e106ed186af6ba6dcd04326a15,8cbb10bad732714a984c6fc613188ae3f51c74e106ed186af6ba6dcd04326a15,READY_NOT_RUN
openrouter_A|galicia|2022|main|84|qwen/qwen3.6-35b-a3b|3,openrouter_A,openrouter,A,ab520_adjusted_A_replication,ab520_incorrect_triplicates_or_A_20260805,n067,galicia|2022|main|84,qwen/qwen3.6-35b-a3b,3,mcq_es_v4,openrouter|A|n067|galicia|2022|main|84|qwen/qwen3.6-35b-a3b|1,a,c,bbdde5b7e49afd5eae0c487b8455c5f50b361babdd73b8dd0c703df6a635fddb,1beb348effe7584c9921c4b81ae427b6e550ae3e464ebf7dfb32cbb25136de67,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,ab520_gapfill_or_A_new182,8cbb10bad732714a984c6fc613188ae3f51c74e106ed186af6ba6dcd04326a15,,c59d44d6f661e776e60bbf0436ce77b51ac116393f3c8a894e51c41a087b75b4,8cbb10bad732714a984c6fc613188ae3f51c74e106ed186af6ba6dcd04326a15,8cbb10bad732714a984c6fc613188ae3f51c74e106ed186af6ba6dcd04326a15,READY_NOT_RUN
