provider,model,question_id,gold_letter,old_letter,new_letter,old_strict,new_strict,old_parse_method,new_parse_method
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g288,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g289,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g290,c,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g291,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g292,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g293,c,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g294,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g295,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g296,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g297,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g298,c,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g299,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g300,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g301,c,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g302,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g303,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g304,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g305,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g306,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g307,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g308,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g309,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g310,a,a,a,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g311,d,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g312,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g313,a,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g314,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g315,c,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g316,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g317,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g318,b,b,b,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g319,c,c,c,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g320,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g321,b,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g322,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g323,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g324,d,c,c,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g325,c,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g326,b,d,d,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g327,a,b,b,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g328,d,a,a,0,0,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g329,d,d,d,1,1,regex_primary,json_string
tailscale_medical_rag,google/gemma-4-26b-a4b-it,g330,d,d,d,1,1,regex_primary,json_string
