question_id,source_key,region,year,specialty,exam_part,question_number,question_text,option_a,option_b,option_c,option_d,correct_letter,correct_option_text,flags,page_in_exam_pdf,source_exam_pdf,source_answer_key_pdf,origin,content_sha256,raw_form_sha256
b295,comunidad-de-madrid|2021|main|149,Comunidad de Madrid,2021,aparato-digestivo,main,295,"Usted conoce que los pacientes con cirrosis descompensada desarrollan con frecuencia sarcopenia, Señale por favor cuál de los siguientes mecanismos NO está implicado en el desarrollo de esta complicación",Descenso de testosterona y de hormona de crecimiento,Incremento de la concentración de amonio plasmático,Presencia de endotoxinemia y de disfunción mitocondrial,Aumento de la concentración sérica de aminoácidos ramificados,d,Aumento de la concentración sérica de aminoácidos ramificados,negated,26,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,b43de87490e0a68d9d0afc4af3bdbd80cb47a6369a7a2e270481a9752777973b,44b650c8ca64a4fc50b27e039f6400cfadd871d4246eac036aa628cbeb3fbde8
b296,galicia|2016|reserva-especifica|107,Galicia,2016,aparato-digestivo,reserva-especifica,296,"En referencia al esófago de Barrett, señale el enunciado falso:",El riesgo de desarrollo de adenocarcinoma sobre esófago de Barrett sin displasia es de un 0.3 por ciento por año.,Para el tratamiento endoscópico del adenocarcinoma temprano se prefiere la disección submucosa endoscópica sobre la resección mucosa endoscópica por su menor tasa de recidiva.,Los pacientes con extensión de esófago de Barrett mayor de 10 cm. tienen el mismo riesgo de progresión que los pacientes con displasia de bajo grado.,La resección endoscópica de lesiones visibles sobre el epitelio metaplásico mediante la técnica de ligadura con bandas tiene una eficacia mayor del 85 por ciento.,b,Para el tratamiento endoscópico del adenocarcinoma temprano se prefiere la disección submucosa endoscópica sobre la resección mucosa endoscópica por su menor tasa de recidiva.,negated,25,AD_GALICIA_OPE_2016__EXAM__gal-02__aparato-digestivo-cas-20171029192531-cas-pdf.pdf,AD_GALICIA_OPE_2016__CORRECTION__gal-03__aparello-dixestivo-20180201084525-cas-pdf.pdf,retained318,a29ac1aec909df618d386e1ad12f0927a5537e157cff7a5bbb719dfbbcf8e943,238c63f86cd62d969dc822adeff08159156a50d1bdf05a7818866ffd58fe98ac
b297,galicia|2019|main|100,Galicia,2019,aparato-digestivo,main,297,"En un paciente diagnosticado de hemocromatosis, homocigoto C282Y, el objetivo del tratamiento con sangrías sería:",Disminuir la saturación de transferrina por debajo del 45%.,Mantener la hemoglobina entre 12 y 13 g/dL.,Conseguir unas cifras de ferritina sérica por debajo de 50 ng/mL.,Conseguir cifras de hierro sérico por debajo de 100 microgramos por decilitro.,c,Conseguir unas cifras de ferritina sérica por debajo de 50 ng/mL.,,19,AD_GALICIA_OPE_2019__EXAM__gal-05__cas-especifico-digestivo-20210925132858-cas-pdf.pdf,AD_GALICIA_OPE_2019__CORRECTION__gal-07__fea-aparello-dixestivo-20211214124928-cas-pdf.pdf,retained318,79158bbecd2e7299d3339d6a610957a10813a0f83b73d7dde254446bffdb7b34,994c433ae04f260757f900477eff6f561dab98ca74f9d86225ad0e1ee21cb6b3
b299,galicia|2022|main|9,Galicia,2022,aparato-digestivo,main,299,"Paciente varón de 50 años. Se realiza gastroscopia por pirosis, sin respuesta a tratamiento con IBP. La endoscopia muestra la presencia de Esófago de Barrett C1M5 de la Clasificación de Praga. Los resultados histológicos confirman la existencia de metaplasia sin displasia. Siguiendo las últimas Guías ESGE de diagnóstico y manejo de Esófago de Barrett, ¿en cuánto tiempo le corresponde el siguiente control endoscópico?",1 año.,3 años.,5 años.,No precisa más controles endoscópicos.,b,3 años.,clinical_case,3,AD_GALICIA_OPE_2022__EXAM__gal-09__especifico-cast-aparello-dx-20240316193007-cas-pdf.pdf,AD_GALICIA_OPE_2022__CORRECTION__gal-11__fea-aparello-dixestivo-20240514082015-cas-pdf.pdf,retained318,7ec641799ac7126d2673b79058da93cc90bcfb0b6eb3af711ecc8441d1717240,7044a964c4f6759c0aad56ac4404bc46600ee7104f9233748f0476ce00ef76ec
b300,region-de-murcia|2019|main|111,Región de Murcia,2019,aparato-digestivo,main,300,Una de las siguientes opciones es falsa con relación a la inducción de la inmunosupresión (IS) en el trasplante hepático (TH):,Si hay insuficiencia renal se deben evitar los inhibidores de la calcineurina.,Los corticoides son la base de la IS en el TH.,"En pacientes de riesgo inmunológico (hepatitis autoinmune, cirrosis biliar primaria y colangitis esclerosante primaria) es recomendable hacer una inducción más potente.",El everólimus es un fármaco útil en los pacientes trasplantados por carcinoma hepatocelular por su función antitumoral.,b,Los corticoides son la base de la IS en el TH.,negated,18,AD_REGION_DE_MURCIA_2019__EXAM__021_exam_apa-dig-lb-a-examen-turno-libre-modelo-a.pdf,AD_REGION_DE_MURCIA_2019__ANSWER_KEY__022_answer-key_apa-dig-plantilla-respuestas-corregida-turno-libre-modelo-a.pdf,retained318,eb46396e39e091cc7123930e69fe34b8f5fae42acb329b3fe45bbba2eeeb5499,6f5826ad233cd3fdcc5e84839d3eee81ab270e0aa809b569a2a6ea708d5f2cf1
b301,aragon|2017|reserva-especifica|104,Aragón,2017,aparato-digestivo,reserva-especifica,301,Respecto a las indicaciones de vacunación preexposición de la hepatitis A vigentes en España (2017) señale lo correcto:,Convivientes con pacientes con Hepatitis aguda por virus A.,"Viaje a un país endémico, iniciando la pauta 1 semana antes del viaje.",Trabajadores con primates.,"Antecedente de haber consumido drogas por vía parenteral, sin consumo actual.",c,Trabajadores con primates.,,37,AD_ARAGON_2017__EXAM__exam__cuadernillo-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-realizado-el.pdf,AD_ARAGON_2017__ANSWER_KEY__answer-key__plantilla-de-respuestas-del-examen-de-la-categoria-de-aparato-digestivo-que-fue-.pdf,retained318,f254a6780db70c06625d93b5d13edf7b03ecd0f5e91aac3a9253f118a7908624,51440db82a083ddf062736e0e11f570ee77b32142f0513738cf3c931049790a8
b304,navarra|2022|teorico-practica|72,Navarra,2022,aparato-digestivo,teorico-practica,304,Varón de 85 años ingresado hace 12 horas por pancreatitis aguda biliar. El paciente está consciente y orientado. Tensión arterial: 120/70mmHg; Frecuencia cardiaca 100 lpm. Eupneico y afebril. En la exploración presenta dolor epigástrico a la palpación sin peritonismo. En los análisis presenta 18.000 leucocitos/mm3 (normal: 4000-11000/mm3) y Proteína C Reactiva de 100 mg/dL (normal: 0-10) y BUN de 20mg/dl. En la radiografía de tórax del ingreso presenta derrame pleural izquierdo. ¿Cuántos puntos presenta el paciente según la clasificación BISAP?:,4,3,2,1,b,3,clinical_case,15,AD_NAVARRA_2022__EXAM__040_exam_preguntas-test-examen-digestivo-definitivo-ope-2022-estabili.pdf,AD_NAVARRA_2022__ANSWER_KEY__041_answer-key_respuestas-digestivo-ope-2022-estabilizacion.pdf,retained318,9a4de7ce1c8beaaa859200788bdfc6bc67acc518a17d3c2426ff9f09b469ebbc,b206e4a1079fa471c39182bb7ca1090f9478272e13af41e39e825622091f3390
b306,castilla-la-mancha|2022|reserva-especifica|103,Castilla-La Mancha,2022,aparato-digestivo,reserva-especifica,306,"¿Dónde se proponen como principios éticos en investigación la beneficencia, el respeto a la dignidad humana y la justicia?",Declaración de Helsinki,Código de Nuremberg,Informe Belmont,Estudio Tuskegee,c,Informe Belmont,,18,AD_CASTILLA_LA_MANCHA_2022__EXAM__exam__cuestionario-fea-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2022__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,81a07c3e6ac62834fd4ba8b20374bdf7fa9700712da3491f7fb9c571cf828895,a13fd2e4241b150eee5742fe22dbbfedb423388a0cf90a8318501ed2730bd3b2
b307,castilla-la-mancha|2022|main|1,Castilla-La Mancha,2022,aparato-digestivo,main,307,La clasificación de la ERGE (enf. por reflujo) basada en criterios endoscópicos más aplicada en la actualidad es la de Los Ángeles. Señale la respuesta correcta,"El grado A se define como la presencia de al menos una lesión mucosa de > 5mms, sin continuidad entre la pared más prominente de 2 pliegues mucosos.",En el grado B se aprecia una o varias lesiones < 5mms.,El grado C se caracteriza por la presencia de una o varias lesiones < 5mms.,El grado D se caracteriza por una afectación circunferencial de la mucosa.,d,El grado D se caracteriza por una afectación circunferencial de la mucosa.,,2,AD_CASTILLA_LA_MANCHA_2022__EXAM__exam__cuestionario-fea-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2022__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,1c7bc03c7d20d3fb01db6b98908568ce656ee5fa818bff53048f3f5c4e717e13,2ed42a012753c557eed88e2fb48896561351304513edf677510293fb70ab7404
b309,aragon|2020|reserva-especifica|107,Aragón,2020,aparato-digestivo,reserva-especifica,309,Ante un paciente con fallo hepático agudo señale la respuesta INCORRECTA:,La existencia de ascitis masiva orienta a un síndrome de Budd-Chiari agudo.,Anemia hemolítica Coombs negativa y una relación bilirrubina/fosfatasa alcalina elevada sugieren enfermedad de Wilson.,En una paciente embarazada en tercer trimestre con hígado graso agudo del embarazo la actitud correcta es administrar corticosteroides hasta el parto.,En una paciente con hepatitis autoinmune que no responde tras siete días de tratamiento correcto debe plantearse trasplante hepático.,c,En una paciente embarazada en tercer trimestre con hígado graso agudo del embarazo la actitud correcta es administrar corticosteroides hasta el parto.,negated,21,AD_ARAGON_2020__EXAM__exam__cuadernillo-de-examen-y-respuestas-provisionales-2021-f.e.a-aparato-digestivo.pdf,AD_ARAGON_2020__ANSWER_KEY__answer-key__plantilla-provisional-de-respuestas-2021-f.e.a-aparato-digestivo.pdf,retained318,78658765b80cf00cb80b964980d21067368a8c965d88002c125a45a9848ed258,ace1cc5ab4148a7bb98abbfe53e5b2ab1da4d790650c6d7a69da605e874ae8f6
b310,castilla-la-mancha|2017|main|62,Castilla-La Mancha,2017,aparato-digestivo,main,310,Es falso respecto al diagnóstico citohistológico de confirmación en cáncer de páncreas,No se requiere confirmación diagnóstica en tumoración pancreática sospechosa resecable,"Se debe realizar en paciente con masa pancreática resecable con sospecha de otra enfermedad, tumor borderline previo a neoadyuvancia y en tumor irresecable en el que se plante tratamiento activo",La ultrasonografía endoscópica con punción de la lesión es la técnica de elección para obtención de tejido pancreático siendo la biopsia percutánea de preferencia en paciente con metástasis hepáticas,La sensibilidad de la punción por ecoendoscopia es muy alta por lo que una citología negativa descarta malignidad,d,La sensibilidad de la punción por ecoendoscopia es muy alta por lo que una citología negativa descarta malignidad,negated,11,AD_CASTILLA_LA_MANCHA_2017_2018__EXAM__exam__cuestionario-fea-aparato-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2017_2018__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,224601a0174b698472be5f8fe67a03ae4c340d8386da969b09a4f608d39d9c0d,fceca64d64e42a4b696375f14331f4cf8f88bd08a2b630343842707d8c56ce16
b311,comunidad-de-madrid|2021|main|77,Comunidad de Madrid,2021,aparato-digestivo,main,311,"Un cuadro de diarrea aguda con inicio de síntomas en menos de 6 horas tras la exposición al alimento causal, acompañado de náuseas y vómitos, es típico de:",E coli enterotóxico,Estafilococo aureus,Shigella,Salmonella,b,Estafilococo aureus,,15,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,5c5548d80e3932f8c4f580152b0cf2a25252781a647f8101505b91714134574f,d95a8edd2e2384eb4bf4634af0badf19014fd3fb3e4ff78fd29a830c052abd40
b313,region-de-murcia|2019|main|51,Región de Murcia,2019,aparato-digestivo,main,313,Se consideran factores de elevado riesgo para desarrollar cáncer colorrectal asociado a enfermedad inflamatoria intestinal todos excepto:,Colitis extensa con actividad grave.,Presencia de estenosis o displasia en los últimos 5 años.,Colangitis esclerosante primaria concomitante.,Historia familiar de CCR > 50 años.,d,Historia familiar de CCR > 50 años.,negated,10,AD_REGION_DE_MURCIA_2019__EXAM__021_exam_apa-dig-lb-a-examen-turno-libre-modelo-a.pdf,AD_REGION_DE_MURCIA_2019__ANSWER_KEY__022_answer-key_apa-dig-plantilla-respuestas-corregida-turno-libre-modelo-a.pdf,retained318,69033103c2266e097cf5a4a231c3a484e01e6bcb298325406b62b04c8b3cf58b,89372e6e49808ce085f75eff5e04a79b64b3742b502c96e58ac3f8a3965a3ff1
b314,comunidad-de-madrid|2021|reserva-especifica|158,Comunidad de Madrid,2021,aparato-digestivo,reserva-especifica,314,¿Cuál de los siguientes NO es un factor de riesgo para desarrollar infecciones por bacterias multirresistentes en pacientes con cirrosis descompensada?,Ingreso hospitalario reciente,Presencia en el exudado rectal de bacterias multirresistentes,Uso de betalactámicos dentro de los tres meses previos,Infección adquirida en la comunidad,d,Infección adquirida en la comunidad,negated,28,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,04fb3aa49f19abbb4e0f35a1a605b7a0207a33d067d6586bd89af5c2c62227c7,aa3ce505ad8d07f4cd06b2007e11c145ca641ad199a6cee39d7fe17bff4fb0dd
b317,comunidad-de-madrid|2021|main|44,Comunidad de Madrid,2021,aparato-digestivo,main,317,"Usted sabe que el prurito es un síntoma frecuente en las enfermedades colestásicas crónicas y que genera gran disconfort en los pacientes. En relación con su tratamiento, señale cuál de las siguientes afirmaciones es FALSA",Es importante mantener una adecuada hidratación de la piel,La colestiramina y el colestipol actúan aumentando la excreción fecal de sustancias pruritógenas,El uso de sertralina puede resultar beneficioso en pacientes con prurito refractario,Los antihistamínicos tienen un claro mecanismo de acción en el prurito de la colestasis y son el tratamiento de primera línea,d,Los antihistamínicos tienen un claro mecanismo de acción en el prurito de la colestasis y son el tratamiento de primera línea,negated,9,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,1f8611221a0fecc507f11a304872b8b9a6f06fdb51ec6f574f696b78e96e3596,0a5de314413e9d54da73c493e74db30f8355195ed463a6106bc293c4e315f09e
b318,castilla-la-mancha|2022|reserva-especifica|101,Castilla-La Mancha,2022,aparato-digestivo,reserva-especifica,318,"Según la guía clínica ACG 2020, entre las recomendaciones de tratamiento en un paciente con acalasia esofágica no se incluye",Miotomía endoscópica (POEM) o miotomía de Heller laparoscópica en la acalasia tipo III.,"POEM, miotomía de Heller laparoscópica o dilatación neumática en la acalasia tipo I y II.",Asociar una funduplicatura completa (Nissen) durante la miotomía de Heller laparoscópica.,Toxina botulínica en pacientes añosos con riesgo quirúrgico.,c,Asociar una funduplicatura completa (Nissen) durante la miotomía de Heller laparoscópica.,,18,AD_CASTILLA_LA_MANCHA_2022__EXAM__exam__cuestionario-fea-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2022__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,2f498fb7d4f447db0ae638b26e90917af12ec546e7e0254f1d03afb6062fe991,933ee5425e8e4a7547e106582dcf5495ac2ba1f2808de510768c2abfc82f3354
b319,comunidad-de-madrid|2021|main|52,Comunidad de Madrid,2021,aparato-digestivo,main,319,Seleccione la opción INCORRECTA en relación con la gastritis crónica tipo B,La densidad de la infección por H Pylori disminuye al avanzar hacia la gastritis atrófica multifocal y atrofia gástrica.,Los hallazgos histológicos nunca mejoran después de erradicar H. pylori.,Es de predominio antral.,El desarrollo de Metaplasia intestinal aumenta el riesgo de adenocarcinoma gástrico.,b,Los hallazgos histológicos nunca mejoran después de erradicar H. pylori.,negated,11,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,f48fd1786aedea5cffab89b6323746903c7b3c935dfeb4981742afd2bde710fb,d20b23aae6297b2cfd66fef0bc08ea6e6a65219e41a0a5c7b1c5a7b39a3a8290
b321,galicia|2022|reserva-especifica|104,Galicia,2022,aparato-digestivo,reserva-especifica,321,"Paciente de 63 años con Esófago de Barrett C1M2 de la Clasificación de Praga. Asintomático con omeprazol 20 mg cada 24 horas. En la última revisión, las biopsias constatan la presencia de metaplasia sin displasia. Siguiendo las últimas Guías ESGE para el diagnóstico y manejo de Esófago de Barrett, ¿para cuándo programaría la siguiente revisión endoscópica?",6 meses.,1 año.,3 años.,5 años.,d,5 años.,clinical_case,21,AD_GALICIA_OPE_2022__EXAM__gal-09__especifico-cast-aparello-dx-20240316193007-cas-pdf.pdf,AD_GALICIA_OPE_2022__CORRECTION__gal-11__fea-aparello-dixestivo-20240514082015-cas-pdf.pdf,retained318,d950c6c96e0463f51ef8532d746f50c0c9cd78755beca147825b8a76fab2ca22,12e2056a383ab0f9c5b6259d9faba80923f344980616db2b7ba2bd553febe37b
b322,comunidad-de-madrid|2021|main|42,Comunidad de Madrid,2021,aparato-digestivo,main,322,Un paciente con Insuficiencia Hépatica Aguda Grave NO suele tener:,Descenso del factor V,Hiperglucemia,Hipoalbuminemia,Aumento de la presion intracraneal,b,Hiperglucemia,"clinical_case,negated",9,AD_COMUNIDAD_DE_MADRID_2021__EXAM__017_exam_cuestionario-de-examen-f-e-en-aparato-digestivo-sermas-2021.pdf,AD_COMUNIDAD_DE_MADRID_2021__ANSWER_KEY__018_answer-key_plantilla-correctora-f-e-aparato-digestivo-2021.pdf,retained318,0a7895d91b6534a53936caadec820e284193683fbbc130e760f3d1e2ade99a17,1910ec869a5b4ac6c52c97637ec365c33b4b2de308c22c4377f27941a99dd5ee
b323,andalucia|2021|cuestionario-teorico|59,Andalucía,2021,aparato-digestivo,cuestionario-teorico,323,"Sobre la colitis microscópica, señale la afirmación INCORRECTA:",El uso concomitante de IBP y AINE aumenta el riesgo de presentar colitis microscópica.,"La colitis microscópica se ha asociado a enfermedades autoinmunes como la tiroiditis autoinmune, diabetes mellitus tipo 1 y artritis oligoarticular no erosiva.",Se recomienda tomar al menos 3 biopsias de ascendente y 3 de descendente para el diagnóstico anatomopatológico de CM y la diferenciación entre colitis colágena y colitis linfocítica.,Los cambios histológicos detectados en la colitis colágena son más marcados en colon izquierdo (descendente y rectosigma).,d,Los cambios histológicos detectados en la colitis colágena son más marcados en colon izquierdo (descendente y rectosigma).,negated,15,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,retained318,b743721141bdd193116b7706335f58f45a548c6661084759bee96349fe3dce71,1958e9e8912ddadfe99f2fc7483db72907e9cdbd70db118d2bbddb1b10e487a2
b325,comunitat-valenciana|2022|main-47-80|61,Comunitat Valenciana,2022,aparato-digestivo,main-47-80,325,La lesión hepática más frecuentemente producida por azatioprina es:,Ductopenia.,Granulomas.,Lesión vascular.,Esteatohepatitis.,c,Lesión vascular.,,19,AD_COMUNITAT_VALENCIANA_2022__EXAM__25__25-comunidad-valenciana-2022-exam-pdf.pdf,AD_COMUNITAT_VALENCIANA_2022__CORRECTION__27__27-comunidad-valenciana-2022-answer-key-definitive-pdf.pdf,retained318,0840ed3123abefcdf084219079d0bd56f9e712826a52648d9e13364a240f3726,59f2f4e2ef2781e0f09c1a2533accba2acdf254cb9c817ed45b3d41d5243a053
b326,andalucia|2021|cuestionario-teorico|31,Andalucía,2021,aparato-digestivo,cuestionario-teorico,326,¿Cuál de los siguientes hallazgos (aisladamente) permitiría establecer con mas seguridad el diagnóstico de síndrome de hipertensión portal secundario a hepatopatía crónica?,Ascitis en ecografía.,Varices esofágicas en endoscopia alta.,Una medición de 45 kPa en elastometría transitoria.,Un flujo portal hepatópeto inferior a 20 cm/seg en ecografía doppler.,c,Una medición de 45 kPa en elastometría transitoria.,,9,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,retained318,bf49ecd79dabc7952325f899af645a26af11b2bc660f81c318fc5005e6730294,0f3c61b5e093bd31ef3585e1fcf312ae6594ea2f9f0360a88f993635951079c8
b327,andalucia|2021|cuestionario-practico|112,Andalucía,2021,aparato-digestivo,cuestionario-practico,327,"Un varón de 48 años de edad acude a Urgencias por dolor epigástrico irradiado a espalda. Entre sus antecedentes destaca una dislipemia familiar leve que trata con medidas higiénico-dietéticas y una hipertensión arterial de reciente comienzo. No es fumador, aunque sí un bebedor social escaso de fin de semana. El dolor se inicia de forma progresiva, tres horas antes, mientras realizaba ejercicio físico. Lo describe como epigástrico, de irradiación a espalda, de gran intensidad, asociado a náuseas con vómitos alimentarios de la última comida y sensación de mareo. La exploración física muestra un
paciente con sobrepeso leve, temperatura de 37,2ºC, pulso 110 lpm, y frecuencia respiratoria de 21 resp/min, con abdomen a mayor nivel que tórax, blando y depresible, doloroso a la palpación en epigastrio, sin claro peritonismo, sin masas ni visceromegalias. No tiene edemas en miembros inferiores y los pulsos pedios son simétricos. Analíticamente destaca Hb 16 g/dl, leucocitos 16.000/mm3, plaquetas 386.000/mm3, urea 80 mg/dl, creatinina 1,1 mg/dl; GOT 185 U/L, GPT 199 U/L, LDH 450 U/L, amilasa 1.002 U/L, lipasa 980 U/L.

A las 72 horas del ingreso se realiza un TAC de abdomen. Se observa una gran colección necrótica que prácticamente sustituye cuerpo y cola de páncreas, sin gas en su interior. La situación del paciente es similar a días previos, con elevación de bilirrubina hasta 5 mg/dl, y patrón de colestasis similar. Tras hidratación la función renal ha mejorado, con urea de 40 mg/dl. ¿Qué debemos hacer en este momento?","La ausencia de gas en la colección necrótica descarta prácticamente la infección, por lo que no debemos administrar antibióticos.","La infección es altamente probable, por lo que es preceptivo iniciar el tratamiento antibiótico.","Con una necrosis tan extensa es importante plantear un desbridamiento de la celda pancreática, siendo en este momento la cirugía el mejor método por la precocidad del problema.","Ante esta situación se debe mantener el tratamiento conservador, sin drenar la colección ni tratar con antibióticos, pues no hay evidencia suficiente que apoye el tratamiento profiláctico con estos.",d,"Ante esta situación se debe mantener el tratamiento conservador, sin drenar la colección ni tratar con antibióticos, pues no hay evidencia suficiente que apoye el tratamiento profiláctico con estos.",,28,AD_ANDALUCIA_2021_22_LIBRE__EXAM__07__9122-aparato-digestivo-pdf.pdf,AD_ANDALUCIA_2021_22_LIBRE__CORRECTION__09__9122-plantilla-respuestas-def-digestivo-pdf.pdf,retained318,1ad16c3a7c03f0c42a736006dc9ae8e3f1e466936df8b184c81ca66b6b40e729,97d9edb1c19aadccae8d5b7784e5fe538c1b6b3a86ed61300a622e05acd4aa67
b329,andalucia|2022|cuestionario-practico|135,Andalucía,2022,aparato-digestivo,cuestionario-practico,329,"Un varón de 54 años, albañil de profesión, sin hábitos tóxicos, y con el antecedente de una parálisis facial bilateral 7 años antes, atribuida a un síndrome de Guillain-Barré completamente resuelto, acude a urgencias por dolor abdominal y diarrea. El paciente había comenzado con diarrea desde aproximadamente 1 mes antes, inicialmente con 3 deposiciones líquidas cada día, que había ido incrementándose en frecuencia hasta unas 6-8, algunas de ellas mezcladas con sangre roja. Además, describía dolor abdominal cólico y pérdida ponderal de unos 5-6 kg de peso en ese plazo, Durante la evolución
comenzó con dolor abdominal postprandial, que se aliviaba parcialmente con la defecación, pero que finalmente se hizo continuo. Durante las últimas semanas ni las deposiciones ni el dolor respetaban el descanso nocturno, y acude finalmente por empeoramiento de la clínica e imposibilidad para la ingesta oral. Exploración: Consciente y orientado, con afectación de su estado general. Temperatura 37,8 ºC, pulso 102 lpm, TA 98/60 mm Hg. IMC: 22 kg/m². Abdomen blando y depresible, doloroso a la palpación profunda en hemiabdomen izquierdo, más intensamente en cuadrante inferior izquierdo, sin masas
ni visceromegalias. No defensa ni signos de irritación peritoneal. Blumberg negativo. Ruidos intestinales normales. ANALÍTICA: Hemoglobina 14,3 g/dl, leucocitos 14.900/mm³, plaquetas 499.000/mm³; urea 17 mg/dl, creatinina 0,72 mg/dl, LDH: 302 UI/L, PCR 74,7 mg/L. Una determinación de toxina de Clostridium difficile y una determinación de parásitos y cultivo de heces resultaron negativos. La Rx de abdomen fue normal. Al día siguiente de su ingreso empeora el dolor, se realiza una rectoscopia en la que se exploran los últimos 15 cm de colon apreciando desde margen anal una mucosa con áreas
parcheadas de eritema, con pérdida del patrón vascular y úlceras milimétricas, con otras áreas de mucosa sana respetada. Se toman biopsias para cultivo de virus y para estudio histológico. Tras discreta mejoría con tratamiento con corticoides, se realiza una colonoscopia que describe desde recto hasta ciego existe una afectación circunferencial continua con amplias zonas ulceradas de aspecto geográfico. Válvula ileocecal e íleon normales.

¿Qué afirmación le parece correcta con respecto a este paciente?","Se trata de una forma de megacolon toxico, probablemente asociado a una enfermedad inflamatoria intestinal.","La colonoscopia completa era prescindible, y comporta riesgo de dilatación de colon y perforación.",El episodio de desmielinización previa por el síndrome de Guillain-Barré es una contraindicación para el tratamiento biológico.,"El paciente debe tratarse con fluidoterapia, dieta absoluta, corticoides y mesalazina oral.",b,"La colonoscopia completa era prescindible, y comporta riesgo de dilatación de colon y perforación.",,38,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__EXAM__12__revisado-56007-fea-aparato-digestivo-final-pdf.pdf,AD_ANDALUCIA_2022_EXTRAORDINARIA_LIBRE__CORRECTION__14__def-feaapdigestivo-sas-2023-pdf.pdf,retained318,4c59ec0a6c077a1382a87eccc835c9f101907f8a3f56fa06fc4611a952e8289f,00f293291b18c5d360384c135a3052443966a140cb965742fe367491f4808fd4
b330,castilla-la-mancha|2022|reserva-especifica|104,Castilla-La Mancha,2022,aparato-digestivo,reserva-especifica,330,Señale que elementos de los siguientes se asocian con Mejor Pronóstico en un paciente con Fallo Hepático Fulminante,"Un INR > 3,5","pH arterial < 7,3.",Bilirrubina elevada en casos de fallo no causado por paracetamol,Hipofosfatemia,d,Hipofosfatemia,,18,AD_CASTILLA_LA_MANCHA_2022__EXAM__exam__cuestionario-fea-digestivo.pdf,AD_CASTILLA_LA_MANCHA_2022__CORRECTION__correction__plantilla-correctora-definitiva-fea-aparato-digestivo.pdf,retained318,c111b22e5dce69b4e31fc1b0d672e3c5c02aca3a584fe8b8dc73af21fad8824c,80f0c5de2a3a92950c0a2038e70106b4f3f24fa0012367104e1ef2900e27b112
b332,galicia|2019|reserva-especifica|110,Galicia,2019,aparato-digestivo,reserva-especifica,332,Señale la respuesta FALSA con respecto al fallo hepático fulminante:,Se recomienda hacer profilaxis de la úlcera de estrés.,Existe riesgo de sepsis severa.,Es frecuente la aparición de hipoglucemia e hiponatremia.,La aparición de daño renal agudo (AKI) es excepcional.,d,La aparición de daño renal agudo (AKI) es excepcional.,negated,21,AD_GALICIA_OPE_2019__EXAM__gal-05__cas-especifico-digestivo-20210925132858-cas-pdf.pdf,AD_GALICIA_OPE_2019__CORRECTION__gal-07__fea-aparello-dixestivo-20211214124928-cas-pdf.pdf,retained318,a81942a5b827d49c13a0cddf55aefeeba849e8a942eab5fa45fad5a4e8ea90e4,a5f5763664ca213133caa2195361af54c892b72cc114f32aa824bd0cadbc14d6
