question_id,source_key,region,year,specialty,exam_part,question_number,question_text,option_a,option_b,option_c,option_d,correct_letter,correct_option_text,flags,page_in_exam_pdf,source_exam_pdf,source_answer_key_pdf,origin,content_sha256,raw_form_sha256
b87,illes-balears|2022|caso-4|90,Illes Balears,2022,aparato-digestivo,caso-4,87,"Mujer de 18 años sin antecedentes personales ni familiares de interés y sin hábitos tóxicos. Ingresa por fiebre, pérdida de peso asociada a hiporexia, diarrea de comienzo reciente sin productos patológicos y dolor abdominal de dos semanas de evolución.

Exploración. Temperatura: 37,6 °C; TA: 100/60 mmHg; consciente, orientada, eupneica; peso: 40 quilos, talla: 155 cm, delgadez, retraso del desarrollo puberal, palidez discreta, bien hidratada y perfundida. No se palparon adenopatías. La auscultación cardiorrespiratoria fue normal y la exploración abdominal no mostró hallazgos de interés. En la
inspección anal se observó una hemorroide centinela y una fisura anal en el rafe posterior.

En la analítica destacaban, hemoglobina: 9,9 g/dl; hematocrito: 34 %; VCM: 81 fl; leucocitos: 15.600 /μl (82 % neutrófilos); plaquetas: 699.000 /μl; VSG: 41 Fe: 15 μg/dl; ferritina: 247 ng/ml; proteína C reactiva: 9,7 mg/dl.

Los coprocultivos y los parásitos en heces fueron negativos.
En la colonoscopia se exploró hasta el ciego y se hizo una ileoscopia de los últimos 10 cm. En todo el trayecto explorado se apreciaron úlceras profundas serpiginosas entre áreas de mucosa sana y se tomaron muestras para biopsia. Las biopsias del íleon y el colon fueron compatibles con una inflamación crónica activa.

¿Qué factor no se ha relacionado con la recurrencia posquirúrgica en la enfermedad de Crohn?",Fumador.,Ninguna de las respuestas anteriores es correcta.,Patrón penetrante.,Enfermedad perianal.,b,Ninguna de las respuestas anteriores es correcta.,,30,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,c67242d5129f7f0aed20209b0d20695b9a31849ceaeded0d95848835ea049ae2,6f1b2deca584aabfe8209cc40f675b4fbe54b93be8077b8317b1f277e9e6628e
b88,illes-balears|2022|caso-4|91,Illes Balears,2022,aparato-digestivo,caso-4,88,"Mujer de 18 años sin antecedentes personales ni familiares de interés y sin hábitos tóxicos. Ingresa por fiebre, pérdida de peso asociada a hiporexia, diarrea de comienzo reciente sin productos patológicos y dolor abdominal de dos semanas de evolución.

Exploración. Temperatura: 37,6 °C; TA: 100/60 mmHg; consciente, orientada, eupneica; peso: 40 quilos, talla: 155 cm, delgadez, retraso del desarrollo puberal, palidez discreta, bien hidratada y perfundida. No se palparon adenopatías. La auscultación cardiorrespiratoria fue normal y la exploración abdominal no mostró hallazgos de interés. En la
inspección anal se observó una hemorroide centinela y una fisura anal en el rafe posterior.

En la analítica destacaban, hemoglobina: 9,9 g/dl; hematocrito: 34 %; VCM: 81 fl; leucocitos: 15.600 /μl (82 % neutrófilos); plaquetas: 699.000 /μl; VSG: 41 Fe: 15 μg/dl; ferritina: 247 ng/ml; proteína C reactiva: 9,7 mg/dl.

Los coprocultivos y los parásitos en heces fueron negativos.
En la colonoscopia se exploró hasta el ciego y se hizo una ileoscopia de los últimos 10 cm. En todo el trayecto explorado se apreciaron úlceras profundas serpiginosas entre áreas de mucosa sana y se tomaron muestras para biopsia. Las biopsias del íleon y el colon fueron compatibles con una inflamación crónica activa.

En el seguimiento de la enfermedad de Crohn, tras una resección intestinal, ¿cuándo debe recomendarse una ileocolonoscopia?",A los 3 meses.,Ninguna de las respuestas anteriores es correcta.,A los 12 meses.,No es necesario realizar una ileocolonoscopia después de la cirugía.,b,Ninguna de las respuestas anteriores es correcta.,,30,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,681cadcc848eef420b3342cc4b5f9687e92cc1361da12f390edfd20d6337e75b,63dcaf00bd90e8361905bc3adae0bc4cc3dab878e9b7f7e67865c038bebd56e4
b89,illes-balears|2022|caso-4|92,Illes Balears,2022,aparato-digestivo,caso-4,89,"Mujer de 18 años sin antecedentes personales ni familiares de interés y sin hábitos tóxicos. Ingresa por fiebre, pérdida de peso asociada a hiporexia, diarrea de comienzo reciente sin productos patológicos y dolor abdominal de dos semanas de evolución.

Exploración. Temperatura: 37,6 °C; TA: 100/60 mmHg; consciente, orientada, eupneica; peso: 40 quilos, talla: 155 cm, delgadez, retraso del desarrollo puberal, palidez discreta, bien hidratada y perfundida. No se palparon adenopatías. La auscultación cardiorrespiratoria fue normal y la exploración abdominal no mostró hallazgos de interés. En la
inspección anal se observó una hemorroide centinela y una fisura anal en el rafe posterior.

En la analítica destacaban, hemoglobina: 9,9 g/dl; hematocrito: 34 %; VCM: 81 fl; leucocitos: 15.600 /μl (82 % neutrófilos); plaquetas: 699.000 /μl; VSG: 41 Fe: 15 μg/dl; ferritina: 247 ng/ml; proteína C reactiva: 9,7 mg/dl.

Los coprocultivos y los parásitos en heces fueron negativos.
En la colonoscopia se exploró hasta el ciego y se hizo una ileoscopia de los últimos 10 cm. En todo el trayecto explorado se apreciaron úlceras profundas serpiginosas entre áreas de mucosa sana y se tomaron muestras para biopsia. Las biopsias del íleon y el colon fueron compatibles con una inflamación crónica activa.

¿A qué hace referencia el índice endoscópico de Rutgeerst i2 de recurrencia postquirúrgica?",Ileítis aftosa difusa con mucosa difusamente inflamada.,Presencia de menos de cinco aftas en el íleon distal.,Ninguna de las respuestas anteriores es correcta.,Mucosa normal.,c,Ninguna de las respuestas anteriores es correcta.,,31,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,b812384c8b70d17a8e73c9396077abe1c22ced91335cdb9535ef66f79917ecef,848b9a532f9ce6b3fea6db107448e66e5cc091717fd0e6af0fe7669339b6a5bd
b90,illes-balears|2022|caso-4|93,Illes Balears,2022,aparato-digestivo,caso-4,90,"Mujer de 18 años sin antecedentes personales ni familiares de interés y sin hábitos tóxicos. Ingresa por fiebre, pérdida de peso asociada a hiporexia, diarrea de comienzo reciente sin productos patológicos y dolor abdominal de dos semanas de evolución.

Exploración. Temperatura: 37,6 °C; TA: 100/60 mmHg; consciente, orientada, eupneica; peso: 40 quilos, talla: 155 cm, delgadez, retraso del desarrollo puberal, palidez discreta, bien hidratada y perfundida. No se palparon adenopatías. La auscultación cardiorrespiratoria fue normal y la exploración abdominal no mostró hallazgos de interés. En la
inspección anal se observó una hemorroide centinela y una fisura anal en el rafe posterior.

En la analítica destacaban, hemoglobina: 9,9 g/dl; hematocrito: 34 %; VCM: 81 fl; leucocitos: 15.600 /μl (82 % neutrófilos); plaquetas: 699.000 /μl; VSG: 41 Fe: 15 μg/dl; ferritina: 247 ng/ml; proteína C reactiva: 9,7 mg/dl.

Los coprocultivos y los parásitos en heces fueron negativos.
En la colonoscopia se exploró hasta el ciego y se hizo una ileoscopia de los últimos 10 cm. En todo el trayecto explorado se apreciaron úlceras profundas serpiginosas entre áreas de mucosa sana y se tomaron muestras para biopsia. Las biopsias del íleon y el colon fueron compatibles con una inflamación crónica activa.

Señale la respuesta falsa con respecto a la enfermedad inflamatoria intestinal y la gestación:",Existe más riesgo de complicaciones gestacionales en las pacientes con enfermedad de Crohn activa durante el embarazo.,Los corticoides son seguros en el embarazo.,La utilización de metotrexato está absolutamente contraindicada durante el embarazo.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,negated,31,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,fca6b610f6616b6f276cbf383cb6cf7f1dfc8ac6af6393c1007b3aacec2edcfa,6099bd02a3d94d9095ef0d1cb5f611c6f6f1b38f8a71430e0e7ad846521857f1
b92,illes-balears|2022|caso-4|95,Illes Balears,2022,aparato-digestivo,caso-4,92,"Mujer de 18 años sin antecedentes personales ni familiares de interés y sin hábitos tóxicos. Ingresa por fiebre, pérdida de peso asociada a hiporexia, diarrea de comienzo reciente sin productos patológicos y dolor abdominal de dos semanas de evolución.

Exploración. Temperatura: 37,6 °C; TA: 100/60 mmHg; consciente, orientada, eupneica; peso: 40 quilos, talla: 155 cm, delgadez, retraso del desarrollo puberal, palidez discreta, bien hidratada y perfundida. No se palparon adenopatías. La auscultación cardiorrespiratoria fue normal y la exploración abdominal no mostró hallazgos de interés. En la
inspección anal se observó una hemorroide centinela y una fisura anal en el rafe posterior.

En la analítica destacaban, hemoglobina: 9,9 g/dl; hematocrito: 34 %; VCM: 81 fl; leucocitos: 15.600 /μl (82 % neutrófilos); plaquetas: 699.000 /μl; VSG: 41 Fe: 15 μg/dl; ferritina: 247 ng/ml; proteína C reactiva: 9,7 mg/dl.

Los coprocultivos y los parásitos en heces fueron negativos.
En la colonoscopia se exploró hasta el ciego y se hizo una ileoscopia de los últimos 10 cm. En todo el trayecto explorado se apreciaron úlceras profundas serpiginosas entre áreas de mucosa sana y se tomaron muestras para biopsia. Las biopsias del íleon y el colon fueron compatibles con una inflamación crónica activa.

Señale la respuesta falsa respecto al vedolizumab en el tratamiento de la enfermedad de Crohn:",La inducción se hace por vía endovenosa.,Ninguna de las respuestas anteriores es correcta.,Es más eficaz en pacientes naive de anti-TNF$\alpha$.,La inmunogenicidad o formación de anticuerpos es infrecuente.,b,Ninguna de las respuestas anteriores es correcta.,negated,31,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,438a0153b4653741d2e5f1bd1238926dfb808a25c39eabe39c78fbedd77312c8,c0fa3f9182a98b262465669632c0ba58a5ace9672cd34aa512d31b5989098df5
b93,illes-balears|2022|caso-4|96,Illes Balears,2022,aparato-digestivo,caso-4,93,"Mujer de 18 años sin antecedentes personales ni familiares de interés y sin hábitos tóxicos. Ingresa por fiebre, pérdida de peso asociada a hiporexia, diarrea de comienzo reciente sin productos patológicos y dolor abdominal de dos semanas de evolución.

Exploración. Temperatura: 37,6 °C; TA: 100/60 mmHg; consciente, orientada, eupneica; peso: 40 quilos, talla: 155 cm, delgadez, retraso del desarrollo puberal, palidez discreta, bien hidratada y perfundida. No se palparon adenopatías. La auscultación cardiorrespiratoria fue normal y la exploración abdominal no mostró hallazgos de interés. En la
inspección anal se observó una hemorroide centinela y una fisura anal en el rafe posterior.

En la analítica destacaban, hemoglobina: 9,9 g/dl; hematocrito: 34 %; VCM: 81 fl; leucocitos: 15.600 /μl (82 % neutrófilos); plaquetas: 699.000 /μl; VSG: 41 Fe: 15 μg/dl; ferritina: 247 ng/ml; proteína C reactiva: 9,7 mg/dl.

Los coprocultivos y los parásitos en heces fueron negativos.
En la colonoscopia se exploró hasta el ciego y se hizo una ileoscopia de los últimos 10 cm. En todo el trayecto explorado se apreciaron úlceras profundas serpiginosas entre áreas de mucosa sana y se tomaron muestras para biopsia. Las biopsias del íleon y el colon fueron compatibles con una inflamación crónica activa.

¿Cuál es el mecanismo de acción del ustekinumab?",Inhibe el TNFα.,Se une a una integrina del endotelio intestinal.,Inhibe los receptores JAK1 y JAK3.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,,32,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,86d5f666a7371d1682824ddeb10324d905b5742cc651ced0cd31cb942201710b,b6a1486c04d022b6830b57e48e4ace08ffc45fc7537fe9cf39990b7b4f3bfe96
b95,illes-balears|2022|caso-5|98,Illes Balears,2022,aparato-digestivo,caso-5,95,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

Señale la respuesta falsa en referencia a la epidemiologia de la CU:",La afectación es similar tanto en mujeres como en hombres.,La edad de debut más frecuente son la segunda y la tercera década de la vida.,La prevalencia es diferente según el grupo étnico estudiado.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,negated,33,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,ee245cf0da92f48eb1da0a9e971428e0de4aff80a682e726c5a2c7955021d81a,1e40db6fdc6f36fa78fd8f35ca1f7dba2311c80b26b074cf3fbb8fee933b1291
b98,illes-balears|2022|caso-5|101,Illes Balears,2022,aparato-digestivo,caso-5,98,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

Asumiendo el diagnóstico de rectosigmoiditis ulcerosa en actividad leve-moderada en el momento del diagnóstico, ¿cuál de las propuestas siguientes se considera la más indicada como primera opción de tratamiento?",Esteroides tópicos para inducir la remisión y no pautar un tratamiento de mantenimiento porque es el primer brote.,Ninguna de las respuestas anteriores es correcta.,Mesalazina en enemas para inducir la remisión y no pautar tratamiento de mantenimiento porque es el primer brote.,Prednisona oral para la remisión y mesalazina oral para el mantenimiento.,b,Ninguna de las respuestas anteriores es correcta.,,34,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,b4e1b4d8354b626734d314ba2883fd4b0fa5e124bd45cd673bd9d081cdca4e45,942a87974daf79557e47703bf519af927479aa410d1c20629b2b7ef0601a7082
b99,illes-balears|2022|caso-5|102,Illes Balears,2022,aparato-digestivo,caso-5,99,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

El paciente permaneció asintomático desde el diagnóstico siguiendo controles en consultas y con cumplimiento terapéutico. Contactó con su servicio de digestivo de referencia por presentar, en las dos semanas previas, un aumento del número de deposiciones con entre cuatro y seis deposiciones al día deshechas con resto hemático fresco en la mayoría de ellas, con imperiosidad, sin respetar descanso nocturno y con dolor abdominal previo a la deposición. No había afectación del estado general. El mes previo al inicio de la sintomatología digestiva inició una lumbalgia intermitente, en ocasiones
intensa, y se automedicó con ibuprofeno en comprimidos de 600 mg de forma puntual.

La exploración física fue normal y se solicitó una analítica completa en la cual destacaba HB: 12,5 gr/dl, VSG y PCR normales, calprotectina: 675 μg/g, FA: 270 UI/L, GGT: 65 UI/L, Bil. total: GOT y GPT normales, ferropenia discreta, resto de parámetros nutricionales normales.

Señale la afirmación falsa:",La extensión de la afectación mucosa se da en un 20 % de los pacientes en los cinco primeros años desde el diagnóstico.,Ninguna de las respuestas anteriores es correcta.,Un 20 % de los pacientes de CU tendrán manifestaciones extraintestinales a lo largo de su vida.,Las manifestaciones extraintestinales pueden aparecer antes que la enfermedad intestinal.,b,Ninguna de las respuestas anteriores es correcta.,negated,35,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,e27dff4fe9fe699d31e1a22a73bfae6fe7f9b1a50d070a7ae0086997571a8c3b,6b09b319c405cd6184d79a8a433deb39d38a6e453251258538f4f8095db7ce21
b101,illes-balears|2022|caso-5|104,Illes Balears,2022,aparato-digestivo,caso-5,101,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

El paciente permaneció asintomático desde el diagnóstico siguiendo controles en consultas y con cumplimiento terapéutico. Contactó con su servicio de digestivo de referencia por presentar, en las dos semanas previas, un aumento del número de deposiciones con entre cuatro y seis deposiciones al día deshechas con resto hemático fresco en la mayoría de ellas, con imperiosidad, sin respetar descanso nocturno y con dolor abdominal previo a la deposición. No había afectación del estado general. El mes previo al inicio de la sintomatología digestiva inició una lumbalgia intermitente, en ocasiones
intensa, y se automedicó con ibuprofeno en comprimidos de 600 mg de forma puntual.

La exploración física fue normal y se solicitó una analítica completa en la cual destacaba HB: 12,5 gr/dl, VSG y PCR normales, calprotectina: 675 μg/g, FA: 270 UI/L, GGT: 65 UI/L, Bil. total: GOT y GPT normales, ferropenia discreta, resto de parámetros nutricionales normales.

Señale la afirmación verdadera en el caso que se comenta tras conocer los resultados expuestos:",Puede asumirse que está en actividad moderada y que se pueden iniciar esteroides sistémicos vía oral para inducir la remisión.,La presencia de colestasis disociada hace sospechar la colangitis esclerosante primaria (CEP) como manifestación extraintestinal ya que es la más frecuente en la CU.,Ninguna de las respuestas anteriores es correcta.,Todas las respuestas anteriores son ciertas.,c,Ninguna de las respuestas anteriores es correcta.,,36,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,32411011a2ebbdcf2adb37d6603638b286d72dd61f7dcb2563399ed7e3168f65,b2acf593f4f9f22e4b4be5396f150d10a169d66d67b86129df9b786090520088
b104,illes-balears|2022|caso-5|107,Illes Balears,2022,aparato-digestivo,caso-5,104,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

El paciente permaneció asintomático desde el diagnóstico siguiendo controles en consultas y con cumplimiento terapéutico. Contactó con su servicio de digestivo de referencia por presentar, en las dos semanas previas, un aumento del número de deposiciones con entre cuatro y seis deposiciones al día deshechas con resto hemático fresco en la mayoría de ellas, con imperiosidad, sin respetar descanso nocturno y con dolor abdominal previo a la deposición. No había afectación del estado general. El mes previo al inicio de la sintomatología digestiva inició una lumbalgia intermitente, en ocasiones
intensa, y se automedicó con ibuprofeno en comprimidos de 600 mg de forma puntual.

La exploración física fue normal y se solicitó una analítica completa en la cual destacaba HB: 12,5 gr/dl, VSG y PCR normales, calprotectina: 675 μg/g, FA: 270 UI/L, GGT: 65 UI/L, Bil. total: GOT y GPT normales, ferropenia discreta, resto de parámetros nutricionales normales.

En el caso presentado se hizo una colonoscopia completa que mostró una progresión a pancolitis ulcerosa, se asumió el diagnóstico de brote moderado severo y se controló de manera ambulatoria.

En caso de necesitar cualquiera de los fármacos indicados para inducir la remisión tras el fracaso a los esteroides, ¿cuál de las siguientes afirmaciones es falsa respecto al tratamiento de continuación?",Se aconseja mantener el tratamiento que ha conseguido inducir la remisión.,Ninguna de las respuestas anteriores es correcta.,"Factores como la edad, antecedentes personales o comorbilidades (cardiopatía, neoplasias o infecciones graves) deben tenerse en cuenta a la hora de decidir el tratamiento para inducir la remisión y el mantenimiento en la CU moderada-grave.",En el caso de los fármacos anti-TNF se aconseja añadir tiopurinas para mejorar la respuesta y la duración del tratamiento.,b,Ninguna de las respuestas anteriores es correcta.,negated,37,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,761f90c38b230eb47b81e7b7dd4fd32df90fd692ae48211f729738efa3e76325,8bfa13a3ae992e1d6101e93bcc30dbc6439ca4d14e6863ef5b22a4c2e7be51d4
b106,illes-balears|2022|caso-5|109,Illes Balears,2022,aparato-digestivo,caso-5,106,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

El paciente permaneció asintomático desde el diagnóstico siguiendo controles en consultas y con cumplimiento terapéutico. Contactó con su servicio de digestivo de referencia por presentar, en las dos semanas previas, un aumento del número de deposiciones con entre cuatro y seis deposiciones al día deshechas con resto hemático fresco en la mayoría de ellas, con imperiosidad, sin respetar descanso nocturno y con dolor abdominal previo a la deposición. No había afectación del estado general. El mes previo al inicio de la sintomatología digestiva inició una lumbalgia intermitente, en ocasiones
intensa, y se automedicó con ibuprofeno en comprimidos de 600 mg de forma puntual.

La exploración física fue normal y se solicitó una analítica completa en la cual destacaba HB: 12,5 gr/dl, VSG y PCR normales, calprotectina: 675 μg/g, FA: 270 UI/L, GGT: 65 UI/L, Bil. total: GOT y GPT normales, ferropenia discreta, resto de parámetros nutricionales normales.

En el caso presentado se hizo una colonoscopia completa que mostró una progresión a pancolitis ulcerosa, se asumió el diagnóstico de brote moderado severo y se controló de manera ambulatoria.

El paciente recibió un tratamiento con adalimumab para conseguir la remisión y se pautó como tratamiento de mantenimiento. Se le asoció, inicialmente, azatioprina que fue retirada por un episodio de pancreatitis leve.

Ante un alto grado de sospecha de colangitis esclerosante primaria (CEP), ¿cuál debe ser la actitud?","Hacer una ecografía y, en caso de ausencia de datos sugestivos, hacer controles analíticos ambulatorios y valorar otra exploración si la colestasis progresa.",Hacer una ecografía y si es normal solicitar un estudio con colangioresonancia. Si no hay lesiones hay que hacer un seguimiento ambulatorio.,Hacer una ecografía y si es normal solicitar un estudio con colangioresonancia. Si no hay lesiones debe hacerse una colangiografía retrograda endoscópica.,Ninguna de las respuestas anteriores es correcta.,d,Ninguna de las respuestas anteriores es correcta.,,38,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,7850ed10c42c78b98f8b6782b6cd8c4f91fd0d0fde56b956136d73f7d19a1714,c31a1e5af59c98904e08a3367d5528bac55cc1b5ece7aeec755f0428decf6f26
b107,illes-balears|2022|caso-5|110,Illes Balears,2022,aparato-digestivo,caso-5,107,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

El paciente permaneció asintomático desde el diagnóstico siguiendo controles en consultas y con cumplimiento terapéutico. Contactó con su servicio de digestivo de referencia por presentar, en las dos semanas previas, un aumento del número de deposiciones con entre cuatro y seis deposiciones al día deshechas con resto hemático fresco en la mayoría de ellas, con imperiosidad, sin respetar descanso nocturno y con dolor abdominal previo a la deposición. No había afectación del estado general. El mes previo al inicio de la sintomatología digestiva inició una lumbalgia intermitente, en ocasiones
intensa, y se automedicó con ibuprofeno en comprimidos de 600 mg de forma puntual.

La exploración física fue normal y se solicitó una analítica completa en la cual destacaba HB: 12,5 gr/dl, VSG y PCR normales, calprotectina: 675 μg/g, FA: 270 UI/L, GGT: 65 UI/L, Bil. total: GOT y GPT normales, ferropenia discreta, resto de parámetros nutricionales normales.

En el caso presentado se hizo una colonoscopia completa que mostró una progresión a pancolitis ulcerosa, se asumió el diagnóstico de brote moderado severo y se controló de manera ambulatoria.

El paciente recibió un tratamiento con adalimumab para conseguir la remisión y se pautó como tratamiento de mantenimiento. Se le asoció, inicialmente, azatioprina que fue retirada por un episodio de pancreatitis leve.

Señale la afirmación falsa:",La localización y la extensión de la CU asociada a la CEP es distinta a la de la CU sin CEP.,Se recomienda a los pacientes diagnosticados de CEP hacer una colonoileoscopia con toma de muestra para biopsia a pesar de la ausencia de lesiones macroscópicas dado que entre el 50 % y el 80 % están afectos también de dicha enfermedad inflamatoria intestinal.,Ninguna de las respuestas anteriores es correcta.,El riesgo de cáncer de colon aumenta de forma significativa en la CU asociada a CEP.,c,Ninguna de las respuestas anteriores es correcta.,negated,38,AD_ILLES_BALEARS_2022__EXAM__exam__cuadernillo-de-examen-aparato-digestivo-fea.pdf,AD_ILLES_BALEARS_2022__ANSWER_KEY__answer-key__plantilla-correctora-del-examen.pdf,retained318,28bd500714e41106736a30a7ce64785d6ea3847d289ef7e236ee0e60bf8ceba1,a2e4d2b0d3e1a91202b768936ec52415f841f91a7ca3d3a3fb2a5e28e1c9480b
