deterministic_rank,difficulty_rank_min,difficulty_rank_max,difficulty_tier_wrong_models,correct_models_B,difficulty_fraction,selection_status,cutoff_tie,tie_break_namespace,tie_break_sha256,primary_500_position,question_id,source_key,origin,replacement_id,replaces_question_id,candidate_id,region,year,specialty,exam_part,question_number,negated_stem,correct_letter,correct_option_text,question_text,option_a,option_b,option_c,option_d,content_sha256,raw_form_sha256,source_form_input_char_count,wrong_models_B,selected_letters_B,correct_models_A,gemini_selected_letter_B,gemini_strict_correct_B,gemini_strict_correct_A,glm_selected_letter_B,glm_strict_correct_B,glm_strict_correct_A,qwen_selected_letter_B,qwen_strict_correct_B,qwen_strict_correct_A,gemma_selected_letter_B,gemma_strict_correct_B,gemma_strict_correct_A
251,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,bb337a1e3a072ebdd7c772e6979ab7f38498bf610e8e8c497a1aff644396845b,145,b218,la-rioja|2021|main|62,retained318,,,,La Rioja,2021,aparato-digestivo,main,218,False,d,Ninguna de las respuestas anteriores es correcta.,"Según los criterios de Roma IV, se define el síndrome de intestino irritable como:","Dolor abdominal recurrente al menos 1 día a la semana durante los últimos seis meses que se asocia a dos o más de los siguientes: se relaciona con la defecación, se asocia a un cambio en la frecuencia de las deposiciones, se asocia a un cambio en la forma (consistencia) de las deposiciones.","Disconfort abdominal recurrente al menos 3 días al mes durante los tres últimos meses que se asocia a dos o más de los siguientes: Se relaciona con la defecación, se asocia a un cambio en la frecuencia de las deposiciones, se asocia a un cambio en la forma (consistencia) de las deposiciones.","Disconfort abdominal recurrente al menos 1 día a la semana durante los últimos tres meses que se asocia a dos o más de los siguientes: Se relaciona con la defecación, se asocia a un cambio en la frecuencia de las deposiciones, se asocia a un cambio en la forma (consistencia) de las deposiciones.",Ninguna de las respuestas anteriores es correcta.,ca3ec5e073967b34e004e87ab20a357a9b37258885ca36652e0465a793136568,a4f4ad86f3c739825edfd56b4a794554b049ebc4608fb16007af85aa744dfe50,1010,Qwen 3.6 35B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=c;Gemma 4 26B=d,4,d,1,1,d,1,1,c,0,1,d,1,1
252,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,bcaaa2493fafd541bd5384e4b8247b7dee531b5613d0df8cf55f543e1b5d1ea0,136,b206,castilla-la-mancha|2017|main|53,retained318,,,,Castilla-La Mancha,2017,aparato-digestivo,main,206,False,c,Ninguna de las respuestas anteriores es correcta.,Señale cuál de los siguientes fármacos NO se ha relacionado con pancreatitis aguda,Azatioprina,Ácido valproico,Ninguna de las respuestas anteriores es correcta.,IECA,f899b637d1a7711b15d17fad60206debe84231d9827192706128181f92b226fb,0bebf513b065bba76874c5284ea498fa22fab070ad885041b3b7ee7e57d74cf2,161,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=d,3,c,1,1,c,1,1,c,1,1,d,0,0
253,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,bd9d73532f3766c302d37130bece3660ab7e25bfb514ee167a868e2dd91f0ad5,219,b333,region-de-murcia|2019|main|55,retained318,,,,Región de Murcia,2019,aparato-digestivo,main,333,False,c,Ninguna de las respuestas anteriores es correcta.,¿Cuál de los siguientes NO es un factor de riesgo potencialmente relacionado con la recurrencia postquirúrgica?:,Granulomas en la pieza de resección.,Gravedad de la plexitis mientérica en la pieza de resección.,Ninguna de las respuestas anteriores es correcta.,Enfermedad perianal.,07d532b8ff107841dd5ff7614547ecd80491dfb5eaf51dfce46c8c9061ca68cd,904a45f9359aad18408c5206bee947b86db53f2d2f356eb101ae14adc6fb662d,277,Qwen 3.6 35B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=b;Gemma 4 26B=c,1,c,1,1,c,1,0,b,0,0,c,1,0
254,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,be517f667d34605d5161cb33592baee04417932013d07d163ad5edb28eff918c,62,b89,illes-balears|2022|caso-4|92,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-4,89,False,c,Ninguna de las respuestas anteriores es correcta.,"Mujer de 18 años sin antecedentes personales ni familiares de interés y sin hábitos tóxicos. Ingresa por fiebre, pérdida de peso asociada a hiporexia, diarrea de comienzo reciente sin productos patológicos y dolor abdominal de dos semanas de evolución.

Exploración. Temperatura: 37,6 °C; TA: 100/60 mmHg; consciente, orientada, eupneica; peso: 40 quilos, talla: 155 cm, delgadez, retraso del desarrollo puberal, palidez discreta, bien hidratada y perfundida. No se palparon adenopatías. La auscultación cardiorrespiratoria fue normal y la exploración abdominal no mostró hallazgos de interés. En la
inspección anal se observó una hemorroide centinela y una fisura anal en el rafe posterior.

En la analítica destacaban, hemoglobina: 9,9 g/dl; hematocrito: 34 %; VCM: 81 fl; leucocitos: 15.600 /μl (82 % neutrófilos); plaquetas: 699.000 /μl; VSG: 41 Fe: 15 μg/dl; ferritina: 247 ng/ml; proteína C reactiva: 9,7 mg/dl.

Los coprocultivos y los parásitos en heces fueron negativos.
En la colonoscopia se exploró hasta el ciego y se hizo una ileoscopia de los últimos 10 cm. En todo el trayecto explorado se apreciaron úlceras profundas serpiginosas entre áreas de mucosa sana y se tomaron muestras para biopsia. Las biopsias del íleon y el colon fueron compatibles con una inflamación crónica activa.

¿A qué hace referencia el índice endoscópico de Rutgeerst i2 de recurrencia postquirúrgica?",Ileítis aftosa difusa con mucosa difusamente inflamada.,Presencia de menos de cinco aftas en el íleon distal.,Ninguna de las respuestas anteriores es correcta.,Mucosa normal.,b812384c8b70d17a8e73c9396077abe1c22ced91335cdb9535ef66f79917ecef,848b9a532f9ce6b3fea6db107448e66e5cc091717fd0e6af0fe7669339b6a5bd,1562,Qwen 3.6 35B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=a;Gemma 4 26B=c,4,c,1,1,c,1,1,a,0,1,c,1,1
255,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c22b1a0046a432badac782296b102e1a13727bb54eb7f8c641f9180e21b27225,474,n156,castilla-y-leon|2019|main|47,new182,,,,Castilla y León,2019,aparato-digestivo,main,47,False,c,Ninguna de las respuestas anteriores es correcta.,"Según la Clasificación Endoscópica de Paris de las lesiones neoplásicas superficiales del tubo digestivo, una lesión neoplásica gástrica del tipo 0-IIc, se corresponde con:","Una lesión Superficial, elevada.",Una lesión Plana.,Ninguna de las respuestas anteriores es correcta.,Una lesión Excavada.,7385df6227e08b3da9905f5b6bb355c4ab77b66716effcefe18d78d903a8268a,69d9eaaf0d9ac99f58d1c1285c0eff54f137fc4a87a98d3c28501603d6ccba0b,290,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=d,4,c,1,1,c,1,1,c,1,1,d,0,1
256,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c2c785b15b991c2305a23b3daa01d977b95fc00418379feb6a7b9280b8936d0a,307,b481,galicia|2016|reserva-especifica|101,retained318,,,,Galicia,2016,aparato-digestivo,reserva-especifica,481,False,d,Ninguna de las respuestas anteriores es correcta.,"La hemorragia por varices esofago-gástricas es una de las principales complicaciones de la cirrosis con hipertensión portal. Se recomienda en pacientes cirróticos la realización de gastroscopia de cribado para detección de varices y valoración de profilaxis primaria. Tras la realización de gastroscopia de cribado, ¿en qué situación no contemplarías la profilaxis primaria?",Cirrosis con varices esofágicas grandes.,Cirrosis grado C 12 de Child-Pugh con presencia de varices esofágicas pequeñas.,Cirrosis sin varices esofágicas con varices gástricas.,Ninguna de las respuestas anteriores es correcta.,f337a8f2d2e21e657a764eaeab15259bf9059381b19f91959d164ae331e38d29,430a6871a1157f7e1cefeb92d83847d122331557ca3b2f221857356c544d3048,596,GLM 5.2,Gemini 3.6 Flash=d;GLM 5.2=c;Qwen 3.6 35B=d;Gemma 4 26B=d,3,d,1,1,c,0,0,d,1,1,d,1,1
257,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c2c8775267a7806e27e4a2780b357d9c085d45b40a573efc1c4821d8230c496a,495,n177,andalucia|2022|cuestionario-teorico|95,new182,,,,Andalucía,2022,aparato-digestivo,cuestionario-teorico,95,False,c,Ninguna de las respuestas anteriores es correcta.,"¿Cuál sería el tratamiento de elección en un paciente de 56 años de edad, diagnosticado de cirrosis hepática, en grado A6 de Child, sin ascitis, sin varices esofágicas, en el que se detecta una lesión de 4,5 cms en el segmento III hepático, en RM dinámica compatible con hepatocarcinoma?",Radioembolización.,Trasplante hepático.,Ninguna de las respuestas anteriores es correcta.,Radioablación percutánea.,4e196207dd10146ec3ed0028e443a5c04b6677228624ce8343b27f746e4d6b86,54fc0f66f9bca414d27ff508e343c326f4980dc9abd1fe0deeb36bd8df4f0ba7,399,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=b,3,c,1,1,c,1,1,c,1,1,b,0,0
258,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c3c961925e71ee177053de7d3a1510fb594489237e175ccc6e37748bb034dc46,207,b318,castilla-la-mancha|2022|reserva-especifica|101,retained318,,,,Castilla-La Mancha,2022,aparato-digestivo,reserva-especifica,318,False,c,Ninguna de las respuestas anteriores es correcta.,"Según la guía clínica ACG 2020, entre las recomendaciones de tratamiento en un paciente con acalasia esofágica no se incluye",Miotomía endoscópica (POEM) o miotomía de Heller laparoscópica en la acalasia tipo III.,"POEM, miotomía de Heller laparoscópica o dilatación neumática en la acalasia tipo I y II.",Ninguna de las respuestas anteriores es correcta.,Toxina botulínica en pacientes añosos con riesgo quirúrgico.,2f498fb7d4f447db0ae638b26e90917af12ec546e7e0254f1d03afb6062fe991,14c7f78f284e34278ec3edaf005489aaa393934521fc903e098c0f6192c958db,409,GLM 5.2,Gemini 3.6 Flash=c;GLM 5.2=a;Qwen 3.6 35B=c;Gemma 4 26B=c,4,c,1,1,a,0,1,c,1,1,c,1,1
259,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c3ff9f2faff272b8f9550f16760ba8fd7838ca616bcb5ccbe378896e87f2a613,111,b171,navarra|2022|caso-clinico-1|96,retained318,,,,Navarra,2022,aparato-digestivo,caso-clinico-1,171,False,c,Ninguna de las respuestas anteriores es correcta.,"Estás de guardia y te avisan desde Urgencias donde están valorando a una mujer de 67 años que ha acudido por presentar, en las últimas 3 horas, 2 deposiciones de características melénicas. Son las 22:45h.
En la analítica presenta: Hemoglobina 7.8 g/dL, urea 69 y Creatinina 0.9mg/dL. El resto de parámetros están dentro de la normalidad.
Rehistoriada la paciente refiere ingesta de ibuprofeno en los 3 días previos por un dolor en un molar. No tiene antecedentes médicos de interés salvo una dislipemia bien controlada con estatinas y es alérgica a las quinolonas. Fuma unos 15 cigarrillos cada día.
En la exploración física la TA es de 118/65 mmHg y la FC de 86 lpm. La paciente está eupneica y algo pálida. La auscultación cardio-pulmonar es normal y en la exploración abdominal refiere molestias a la palpación profunda en región epigástrica

Tres meses después del episodio de sangrado, la paciente es valorada en urgencias por un cuadro neurológico que finalmente se interpreta como AIT, aconsejándose en el informe de alta, iniciar tratamiento antiagregante con AAS 100mg y dejar de fumar. En relación al riesgo de presentar una úlcera secundaria a la ingesta de AINES; señala cuál es el factor de riesgo más importante:",La edad,La asociación de AINES con anticoagulantes,Ninguna de las respuestas anteriores es correcta.,El sexo,9169e4dc6fae0ea0898a52c7798c73bc0f28136c3971780862644b0c40ab6863,c3e37c1e2267c9f4993ad5e59ee9df7640e8609fe35f14a511c124a8fd51dd6d,1331,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=a,4,c,1,1,c,1,1,c,1,1,a,0,1
260,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c4b64a8f2dc0598dda3b9836e49fd4b0702b2db46135bf05c60145435699699c,403,n085,andalucia|2021|cuestionario-teorico|96,new182,,,,Andalucía,2021,aparato-digestivo,cuestionario-teorico,96,False,c,Ninguna de las respuestas anteriores es correcta.,"En el tratamiento de la hepatitis autoinmune, en el caso de intolerancia a Azatioprina, el tratamiento de segunda línea según las guías europeas es:",Interferon Alfa,Corticoides a dosis plenas,Ninguna de las respuestas anteriores es correcta.,Tacrólimus con o sin corticoides,c007f2fa5e6569055b8606b6d320ca4826ff01039970c6ea47364a3321da3be3,e92dbff6bef820aeda21d9af81f94ed1faef7a11b96cf0dba919828f226c8637,270,Qwen 3.6 35B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=d;Gemma 4 26B=c,4,c,1,1,c,1,1,d,0,1,c,1,1
261,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c5beae9855ecc8bf5fb1482fb016bb45750196d424b7c14349fd306a0e831887,90,b137,illes-balears|2022|caso-6|140,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-6,137,False,b,Ninguna de las respuestas anteriores es correcta.,"Paciente de 62 años con los antecedentes siguientes:

No alergias.

Exfumador: tabaquismo activo desde la juventud hasta los 58 años.

Tosedor habitual.

Consumo diario de alcohol desde hace más de diez años. Consume dos cañas de cerveza, cuatro vasos de vino y dos carajillos al día. El fin de semana toma alguna cerveza más en fiestas y celebraciones y uno o dos gin-tonics.

Dice que no toma drogas.

Dice que no tiene antecedentes patológicos relevantes. No hace controles con su médico de cabecera. Nunca va al médico.
Enfermedad actual: consulta por distensión abdominal molesta, un aumento del perímetro abdominal progresivo de dos semanas de evolución y piernas hinchadas.

Exploración física: bien coloreado, subictericia conjuntival dudosa, arañas vasculares y telangiectasias en el tronco, eritema palmar e hipertrofia parotídea.

Cardiocirculatorio: pulsos rítmicos 90 lpm, soplo sistólico plurifocal, no ingurgitación yugular, edemas maleolares moderados.

Respiración: espiración un poco alargada, algún roncus diseminado.
Abdomen: muy distendido; indoloro a la presión o a la descompresión; sin defensa; matidez en flancos; la matidez cambia con los cambios posturales; signo de la ola; hepatomegalia de tres traveses, lisa e indolora; esplenomegalia dudosa, difícil de delimitar; pequeña protrusión umbilical; no reflujo hepatoyugular.

Radiografía del tórax: elevación de ambos hemidiafragmas.

Radiografía del abdomen: aumento difuso de la densidad, se aprecia perfil hepático y esplénico.

Electrocardiograma normal.

Analítica:
Leucocitos: 3.100/mm³ (3.000-10.000); Hto: 39 % (40-46); Hb: 12,1 g/dl (12-15); VCM: 105 fl (80-100); plaquetas: 105.000/mm³ (150.000-400.000); Quick: 59 % (> 70 %); INR: 1.4 (N 0.8-1.2); creatinina: 1.0 mg/dl; urea: 40 mg/dl; Na: 136 mEq/L; K: 4 mEq/L; urato: 7.9 (< 7); bilirrubina total: 1.9 mg/dl (< 1.3) GOT (ASAT): 105 UI/ml (< 40); GPT (ALAT): 50 UI/ml (< 40); GGT: 480 UI/ml (< 45); FA: 125 UI/ml (< 135); albúmina: 3,2 g/dl (> 3,5).

El resto de la analítica básica es normal.
Ecografía abdominal: líquido libre muy abundante, hígado de ecogenicidad aumentada difusamente, heterogéneo, difícil de ver por la ascitis. Forma hepática

irregular un poco abollonada, macronodular. Vena porta permeable, dilatada. Venas suprahepáticas permeables, no dilatadas. Vía biliar intrahepática y extrahepática normal. Vesícula con litiasis múltiple, no distendida y no edematosa. Bazo ligeramente aumentado de tamaño (15 cm de longitud máxima). El resto no tiene alteraciones. Páncreas no visto por interposición de aire.

Se hace una paracentesis (diagnóstica y evacuadora), y se obtienen 6.000 ml de ascitis.

Análisis del líquido ascítico:
- Glucosa: 120 mg/dl.
- Proteínas: 1,0 g/dl.
- Albúmina: 0,8 g/dl.
- LDH: 40 ui/ml.
- Hematíes: 100 /mm³.
- Leucocitos: 220 /mm³.

Se hace una gastroscopia. El paciente tiene varices esofágicas grandes con puntos rojos y gastropatía por HT portal leve-moderada.

A los cinco días del ingreso se le da el alta de hospitalización.

A los diez días del alta el paciente acude a urgencias con malestar general, inapetencia, febrícula (37,6 °C), molestias abdominales difusas, nuevamente distensión abdominal y aumento de peso (hay una reacumulación evidente de ascitis a la exploración física), pese a cumplir bien el tratamiento con dieta sin sal y con diuréticos. Dice que no bebe alcohol.

Se hace una nueva paracentesis (diagnóstica y evacuadora).
Se evacúan 2 L de ascitis.
Análisis del líquido ascítico:
- Glucosa: 110 mg/dl
- Proteínas: 1,1 g/dl
- Albúmina: 0,9 g/dl
- LDH: 60 ui/ml
- Hematíes: 200 /mm3
- Leucocitos: 500 /mm3 (LPN: 90 %)

¿Cómo se interpreta este resultado?",Tiene ascitis transudativa no complicada.,Ninguna de las respuestas anteriores es correcta.,Tiene peritonitis bacteriana secundaria.,Tiene bacterioascitis.,8a34eb340918d61346f8b027ddf5cb55db3a6e162e312c6822fbd1237b10b9b5,c3bdeb166e9dccb3a38c7dd64dfb098cb6f74ed8275c0a3eb46ca73849a82d1a,3817,Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=d,3,b,1,1,b,1,1,b,1,0,d,0,1
262,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c777cae9cba1895a0ea3780b2deaf68a89252910ea635c8039cdc49b3bbc5d36,292,b459,galicia|2022|reserva-especifica|102,retained318,,,,Galicia,2022,aparato-digestivo,reserva-especifica,459,True,d,Ninguna de las respuestas anteriores es correcta.,Señale la respuesta FALSA en relación al seguimiento de colangitis esclerosante primaria:,En pacientes sin enfermedad inflamatoria conocida debe realizarse ileocolonoscopia tras el diagnóstico de CEP.,Se recomienda colangiografía por RM anual para despistaje de neoplasia biliar.,La CPRE con toma de biopsias y cepillado está indicada ante estenosis dominantes progresivas o de nueva aparición.,Ninguna de las respuestas anteriores es correcta.,2c5aa6224d974412c80696b571b4bfba0706756984d18d5c736df4d0075271b3,02217c7b4ee56ff3b160936be0659ba93f352e763e311db4788bda4546e78b29,440,GLM 5.2,Gemini 3.6 Flash=d;GLM 5.2=b;Qwen 3.6 35B=d;Gemma 4 26B=d,3,d,1,1,b,0,1,d,1,1,d,1,0
263,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c782df2c3e130e180a3c573998719d280a122269b39ee3d6c2d937fad4b1df35,410,n092,castilla-y-leon|2019|main|102,new182,,,,Castilla y León,2019,aparato-digestivo,main,102,False,c,Ninguna de las respuestas anteriores es correcta.,"En una mujer de 65 años, sin antecedentes de patología pancreática previa, se diagnóstica de modo incidental tras la realización de un TAC abdominal una formación quística de 5 cm en cola de páncreas. Se realiza punción de la lesión mediante ecoendoscopia encontrando una viscosidad, niveles de amilasa y CEA todos ellos bajos. Ante cuál de las siguientes lesiones nos encontraremos con más probabilidad:",Neoplasia quística mucinosa.,Pseudoquiste pancreático.,Ninguna de las respuestas anteriores es correcta.,Neoplasia mucinosa papilar intraductal.,11d86c528afe8fe13db047703c52e98f52bec677e73e6bb012c92152f6f35113,ccf35038c1754136386e671b723994898a00ae40f05c9e5282aca620a261a71c,545,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=a,4,c,1,1,c,1,1,c,1,1,a,0,1
264,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,c93fc83d9eb111fa47405befd8f209120fceeab5f66f01d4061dd038f7c0f60a,92,r008,la-rioja|2024|main|95,replacement22_2026-08-04,r008,b142,c2644,La Rioja,2024,aparato-digestivo,main,95,False,c,Ninguna de las respuestas anteriores es correcta.,Un paciente con disfagia progresiva sufre pérdida de peso. La endoscopia revela una lesión ulcerada estenosante en el tercio medio esofágico. ¿Cuál de los siguientes hallazgos histológicos sería más característico del diagnóstico más probable?:,Glándulas atípicas infiltrativas con invasión progresiva de la pared.,Glándulas gástricas ectópicas con metaplasia intestinal.,Ninguna de las respuestas anteriores es correcta.,Proliferación linfoide con patrón en cielo estrellado.,53fb04f87c7274a0054fb0e2aca094fe1a1966008ca36539591db0b5c18f3b23,a6ca526d33ffef637ab939486e819349bb786f2f83bc80fa389b38912bd1fd6b,472,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=a,4,c,1,1,c,1,1,c,1,1,a,0,1
265,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,cb6f79b9edae0cf52bd888d2e356550caacaf21f7daa4889caf5dccd7cba3607,74,b111,illes-balears|2022|caso-5|114,retained318,,,,Illes Balears,2022,aparato-digestivo,caso-5,111,False,d,Ninguna de las respuestas anteriores es correcta.,"Varón de 32 años sin hábitos tóxicos ni alergias medicamentosas conocidas y sin antecedentes familiares de interés.

Como único antecedente patológico destaca una rectosigmoiditis ulcerosa diagnosticada dos años antes tras una historia de diarrea sanguinolenta intermitente y un tenesmo discreto. En ese momento se hizo una colonoscopia completa con biopsia que mostró una afectación del recto sigma hasta unos 15 cm del margen anal en forma de mucosa eritematosa friable con sangrado con el roce mínimo de predominante en el recto distal. Se descartaron procesos infecciosos intestinales. Las únicas
alteraciones analíticas reseñables en el momento del diagnóstico fueron que era positivo de P-ANCA y tenía una calprotectina fecal de 450 μg/g. Se pautó un tratamiento con enemas de mesalazina.

El paciente permaneció asintomático desde el diagnóstico siguiendo controles en consultas y con cumplimiento terapéutico. Contactó con su servicio de digestivo de referencia por presentar, en las dos semanas previas, un aumento del número de deposiciones con entre cuatro y seis deposiciones al día deshechas con resto hemático fresco en la mayoría de ellas, con imperiosidad, sin respetar descanso nocturno y con dolor abdominal previo a la deposición. No había afectación del estado general. El mes previo al inicio de la sintomatología digestiva inició una lumbalgia intermitente, en ocasiones
intensa, y se automedicó con ibuprofeno en comprimidos de 600 mg de forma puntual.

La exploración física fue normal y se solicitó una analítica completa en la cual destacaba HB: 12,5 gr/dl, VSG y PCR normales, calprotectina: 675 μg/g, FA: 270 UI/L, GGT: 65 UI/L, Bil. total: GOT y GPT normales, ferropenia discreta, resto de parámetros nutricionales normales.

En el caso presentado se hizo una colonoscopia completa que mostró una progresión a pancolitis ulcerosa, se asumió el diagnóstico de brote moderado severo y se controló de manera ambulatoria.

El paciente recibió un tratamiento con adalimumab para conseguir la remisión y se pautó como tratamiento de mantenimiento. Se le asoció, inicialmente, azatioprina que fue retirada por un episodio de pancreatitis leve.

Se descartó la CEP y se mantuvo en remisión clínica y biológica en los siguientes ocho meses en monoterapia con adalimumab a dosis habituales de 40 mg cada dos semanas. A partir de esa fecha, de forma progresiva, refiere un aumento del número de deposiciones pasando de una a cinco o seis, con sangrado con las heces en la mayoría de las deposiciones, cierto tenesmo y dolor cólico previo a la deposición. Refirió una afectación de su calidad de vida, pero no de su estado general. Se hizo un estudio de heces con coprocultivos negativos, Clostridium negativo y calprotectina de 540 μg/g. La
analítica de sangre, el hemograma, el VSG, la PCR y los parámetros nutricionales fueron normales. Se decidió hacer una rectosigmoidoscopia que evidenció mucosa con eritema intenso friable con alguna erosión aislada desde el recto que afectaba de forma difusa toda la mucosa valorada. Se tomaron muestras para biopsia para conocer el grado de actividad histológico y la presencia de citomegalovirus (CMV).

Señale la afirmación verdadera en referencia a la reactivación de la CU en este paciente:",Probablemente sea una colitis por reactivación del CMV.,"El tratamiento con anti-TNF ha perdido eficacia, situación que se da en el 90 % de los casos en el primer año de tratamiento si no se asocia a tiopurinas.",La pérdida de eficacia de la combinación con anti-TNF más tiopurinas antes del año de inicio del tratamiento se da en menos del 1 % de los casos.,Ninguna de las respuestas anteriores es correcta.,3e10471f51d168c5a6baff6ba8d4f575633ce97f19031ec4343cb9883a068fb6,52473c972b83303922cdcc08b5b294ad53fe33501361eaa4caffc28fa56ae391,3657,Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=c,4,d,1,1,d,1,1,d,1,1,c,0,1
266,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,cd7870f4339ec9078f3ac7fd5c649f7896f864412fccd49c43c292b6789bd069,272,b422,la-rioja|2021|main|84,retained318,,,,La Rioja,2021,aparato-digestivo,main,422,False,c,Ninguna de las respuestas anteriores es correcta.,¿Cuál no pertenece a la clasificación TIGAR-O de la etiología de la pancreatitis crónica?,Idiopática.,Autoinmune.,Ninguna de las respuestas anteriores es correcta.,Insuficiencia renal crónica.,8a97878bb3d5a732197402b1144e90bc137e9874f079423ee9b2b5a17962c76f,a7b77407abb4e376f645a95a3adfee2d7ec2755d3e5260ea5559e5740f30ed90,188,Gemma 4 26B,Gemini 3.6 Flash=c;GLM 5.2=c;Qwen 3.6 35B=c;Gemma 4 26B=d,3,c,1,1,c,1,1,c,1,1,d,0,0
267,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,ce63505342fd71fe958b562e86d8068383b15b5e9605ac43a3359f344229754e,220,b334,galicia|2016|reserva-especifica|105,retained318,,,,Galicia,2016,aparato-digestivo,reserva-especifica,334,False,d,Ninguna de las respuestas anteriores es correcta.,Indique cuál de las siguientes es la causa más frecuente de hematoquecia significativa:,Colitis.,Hemorroides.,Cáncer y pólipos de colon.,Ninguna de las respuestas anteriores es correcta.,f03fb30efe2fa5771086931e861ccc587f80b4085a4d32898a87bb26ff914ce6,4b44b5608a2e66b0b8089b0c610416f444176dc30c4ba1017a8174efa1ce17cd,182,Gemma 4 26B,Gemini 3.6 Flash=d;GLM 5.2=d;Qwen 3.6 35B=d;Gemma 4 26B=c,4,d,1,1,d,1,1,d,1,1,c,0,1
268,151,296,1,3,0.25000000,UNSELECTED_BOUNDARY_TIE,True,openrouter_B-hard200-v1|,d380713af23c1fdd67dc746c25b5e1bb4ffb1f394aca5bb8f1119905d3d725ab,367,n049,castilla-la-mancha|2022|main|90,new182,,,,Castilla-La Mancha,2022,aparato-digestivo,main,90,False,b,Ninguna de las respuestas anteriores es correcta.,¿Cuál de estos parámetros está incluido en el cálculo de la función discriminante de Maddrey para la valoración de la gravedad de la hepatitis alcohólica?,AST,Ninguna de las respuestas anteriores es correcta.,GGT,Creatinina,7cf84289489a12a80ed97aca7256de87f0b0fb646fefe60726e7c3210a2eedfa,1a8476162fbaa0f96a37e1ff37a3c979fb912d0e07135ee8f9515c3c12750a1d,219,Gemma 4 26B,Gemini 3.6 Flash=b;GLM 5.2=b;Qwen 3.6 35B=b;Gemma 4 26B=d,4,b,1,1,b,1,1,b,1,1,d,0,1
