replacement_id,replaces_question_id,candidate_id,arm,provider,condition,dataset_name,planned_experiment_id,tailscale_prompt_id,model,prompt_version,temperature,runs,status
r014,b154,c0955,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r014,b154,c0955,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r014,b154,c0955,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r014,b154,c0955,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r014,b154,c0955,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r014,b154,c0955,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r014,b154,c0955,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r014,b154,c0955,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r014,b154,c0955,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r014,b154,c0955,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r014,b154,c0955,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r014,b154,c0955,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r015,b155,c2647,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r015,b155,c2647,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r015,b155,c2647,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r015,b155,c2647,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r015,b155,c2647,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r016,b156,c2033,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r016,b156,c2033,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r016,b156,c2033,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r016,b156,c2033,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r016,b156,c2033,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r017,b157,c0931,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r017,b157,c0931,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r017,b157,c0931,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r017,b157,c0931,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r017,b157,c0931,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r018,b158,c2443,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r018,b158,c2443,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r018,b158,c2443,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r018,b158,c2443,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r018,b158,c2443,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r019,b159,c0973,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r019,b159,c0973,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r019,b159,c0973,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r019,b159,c0973,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r019,b159,c0973,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r020,b160,c2714,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r020,b160,c2714,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r020,b160,c2714,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r020,b160,c2714,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r020,b160,c2714,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r021,b161,c0369,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r021,b161,c0369,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r021,b161,c0369,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r021,b161,c0369,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r021,b161,c0369,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_A,openrouter,A,aug26_replacement22_A,ab520_replacement22_or_A_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r022,b163,c2093,openrouter_B,openrouter,B,aug26_replacement22_B,ab520_replacement22_or_B_20260804,,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
r022,b163,c2093,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemini-3.6-flash,mcq_es_v4,0,1,SCORED
r022,b163,c2093,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,google/gemma-4-26b-a4b-it,mcq_es_v4,0,1,SCORED
r022,b163,c2093,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,qwen/qwen3.6-35b-a3b,mcq_es_v4,0,1,SCORED
r022,b163,c2093,tailscale_A,tailscale_medical_rag,A,aug26_replacement22_A,ab520_replacement22_ts_A_20260804,13,z-ai/glm-5.2,mcq_es_v4,0,1,SCORED
