cell_key,arm,provider,condition,question_id,source_key,origin,model,run_index,failure_class,attempt_count,attempt_history_json,latest_status_code,latest_latency_ms,latest_finish_reason,latest_error_type,parse_status,source_form_input_char_count,request_user_content_char_count,result_experiment,result_database,source_workbook,source_workbook_sha256,source_excel_row,content_sha256,raw_form_sha256,request_sha256,response_sha256
openrouter|A|b320|comunitat-valenciana|2022|main-47-80|72|z-ai/glm-5.2|1,openrouter_A,openrouter,A,b320,comunitat-valenciana|2022|main-47-80|72,retained318,z-ai/glm-5.2,1,openrouter_glm_length_no_parse_after_retries,3,"[{""attempt_index"":1,""status_code"":200,""latency_ms"":307296,""finish_reason"":""length"",""error_type"":null,""parse_status"":""failed_no_answer_found"",""selected_letter"":null},{""attempt_index"":2,""status_code"":null,""latency_ms"":null,""finish_reason"":null,""error_type"":""timeout"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":null,""latency_ms"":63195,""finish_reason"":null,""error_type"":""request_error"",""parse_status"":null,""selected_letter"":null}]",,63195,,request_error,,531,3517,ab520_gapfill_or_A_b320_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,210,aa4b4f50656e54e3fffe787bca5e3aad04bf13d0964c3e3e6c164e9b3d233166,31f89cf55b5125f7fa669ec24c9f89545302673dd242cecd2d80449747102825,b37b05b20dd698f3c896174f9ad9509d9ece10f88366d391a75daf91b324dfe5,
tailscale_medical_rag|A|b148|illes-balears|2022|caso-7|151|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b148,illes-balears|2022|caso-7|151,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":296,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":252,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":239,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":765,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,765,,server_error,,6040,6076,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,96,7e9114b82bf1a82ab1c80748e1549d32f9d59831542e36d0bce4ed6eb55dd85b,5236d95264d35a525f7696ec82250593e579248ced418aaed95716006e249bd9,d20652b9fb4dad98bc7f588f03eab0d3f379dfce88c2719ad9eaeccf9b0916a9,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b151|illes-balears|2022|caso-7|154|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b151,illes-balears|2022|caso-7|154,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":322,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":63,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,63,,server_error,,6125,6161,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,97,0d1dcb0dee8af2d0ef73ae7e204229380146bedb9bf5b5c793d8c0933cb6be5b,e038db4207a10488ed8313a66834568ea9e1aab677d66b7cb731f1d39a44e377,da05a101199ece2dba2467fdafccf7338c817112d2135ce892da282cdd4d614e,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b151|illes-balears|2022|caso-7|154|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b151,illes-balears|2022|caso-7|154,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":254,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,254,,server_error,,6125,6161,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,97,0d1dcb0dee8af2d0ef73ae7e204229380146bedb9bf5b5c793d8c0933cb6be5b,e038db4207a10488ed8313a66834568ea9e1aab677d66b7cb731f1d39a44e377,ebc6d63681a924dc04d948899300faf0a152d70df994af9db45ecd5d4aa09337,4b8d850893f7363573989e0550d1bf54001d32da48a6ae508a71f25c12923434
tailscale_medical_rag|A|b151|illes-balears|2022|caso-7|154|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b151,illes-balears|2022|caso-7|154,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":266,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,266,,server_error,,6125,6161,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,97,0d1dcb0dee8af2d0ef73ae7e204229380146bedb9bf5b5c793d8c0933cb6be5b,e038db4207a10488ed8313a66834568ea9e1aab677d66b7cb731f1d39a44e377,241d595e870e0bbcda813d856cf2b561a91ea02219cdebc2a55cfdcea6ac9827,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b151|illes-balears|2022|caso-7|154|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b151,illes-balears|2022|caso-7|154,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":65,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":64,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":65,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":766,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,766,,server_error,,6125,6161,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,97,0d1dcb0dee8af2d0ef73ae7e204229380146bedb9bf5b5c793d8c0933cb6be5b,e038db4207a10488ed8313a66834568ea9e1aab677d66b7cb731f1d39a44e377,2f18181b582cd282e7f242f79a2396dbd496171d6fbe0c097902d9eb759da132,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b153|illes-balears|2022|caso-7|156|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b153,illes-balears|2022|caso-7|156,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":322,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":85,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,85,,server_error,,6106,6142,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,98,900c7a6baf0f13445439a5eda6e041efefcb484a98783b6f0ce5516dd7a38c19,0c1cca5b28c7dc2539be09cce4f6dbb536a7099bc15d21377a420b83e249c227,4d5105e20e94c1b3b1867993186e6a93116621a61f93253f55c62d40ac68b29e,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b153|illes-balears|2022|caso-7|156|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b153,illes-balears|2022|caso-7|156,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":256,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,256,,server_error,,6106,6142,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,98,900c7a6baf0f13445439a5eda6e041efefcb484a98783b6f0ce5516dd7a38c19,0c1cca5b28c7dc2539be09cce4f6dbb536a7099bc15d21377a420b83e249c227,2f7a50c9a67b4b23780ed042e1bfc4c75ae5799d8a248acfd06b17364db02403,4b8d850893f7363573989e0550d1bf54001d32da48a6ae508a71f25c12923434
tailscale_medical_rag|A|b153|illes-balears|2022|caso-7|156|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b153,illes-balears|2022|caso-7|156,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":265,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,265,,server_error,,6106,6142,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,98,900c7a6baf0f13445439a5eda6e041efefcb484a98783b6f0ce5516dd7a38c19,0c1cca5b28c7dc2539be09cce4f6dbb536a7099bc15d21377a420b83e249c227,ea7d0f18cf19a2a490daf4cc60b053c747b087cd228ae53cb7673b6f2d4dad81,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b153|illes-balears|2022|caso-7|156|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b153,illes-balears|2022|caso-7|156,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":291,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":116,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":106,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":143,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,143,,server_error,,6106,6142,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,98,900c7a6baf0f13445439a5eda6e041efefcb484a98783b6f0ce5516dd7a38c19,0c1cca5b28c7dc2539be09cce4f6dbb536a7099bc15d21377a420b83e249c227,1a7a74b669639e3cab52fbfb6f47b3c087952e1a30e2af32200bae260f44864d,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b154|illes-balears|2022|caso-7|157|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b154,illes-balears|2022|caso-7|157,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":312,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":67,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,67,,server_error,,5662,5698,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,99,ae04e7a9fff8b34a776279b320d895efcc338c8aeac5ca6b715872803b3afe68,cfa108a941364928646d8e86a67133dad1b0940aca87aa789d8fa6f9d0a8d5af,aabfca8187563d1db2f741ca21986e9c0f11ff2fd9cd04a02838d2c083f04550,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b154|illes-balears|2022|caso-7|157|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b154,illes-balears|2022|caso-7|157,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":259,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,259,,server_error,,5662,5698,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,99,ae04e7a9fff8b34a776279b320d895efcc338c8aeac5ca6b715872803b3afe68,cfa108a941364928646d8e86a67133dad1b0940aca87aa789d8fa6f9d0a8d5af,fc2ab58e0c4de0dc591282974afad80ed66faa6a9072e8500e39e006c087bb93,4b8d850893f7363573989e0550d1bf54001d32da48a6ae508a71f25c12923434
tailscale_medical_rag|A|b154|illes-balears|2022|caso-7|157|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b154,illes-balears|2022|caso-7|157,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":265,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,265,,server_error,,5662,5698,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,99,ae04e7a9fff8b34a776279b320d895efcc338c8aeac5ca6b715872803b3afe68,cfa108a941364928646d8e86a67133dad1b0940aca87aa789d8fa6f9d0a8d5af,b23ec09cdb9184d36533442b2c0056ca57fe3fb405faf4c337be04dce3438394,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b154|illes-balears|2022|caso-7|157|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b154,illes-balears|2022|caso-7|157,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":300,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":68,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":98,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":299,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,299,,server_error,,5662,5698,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,99,ae04e7a9fff8b34a776279b320d895efcc338c8aeac5ca6b715872803b3afe68,cfa108a941364928646d8e86a67133dad1b0940aca87aa789d8fa6f9d0a8d5af,30fc5bd3d2f78cc1bc83a4814865ab8d8e362681bc87a3bec47d50e590ca5cf2,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b155|illes-balears|2022|caso-7|158|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b155,illes-balears|2022|caso-7|158,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":324,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":83,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,83,,server_error,,6055,6091,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,100,71ab16178064e190e05cf61058c34c974d66e8f6b23fe256788e1e487b4456ff,fdbcfb27be075d07bf93366a45eb62e695f60f9a9759469701164f0f4cf3ff68,8f8582c45155ff9b730e09a78dfb81eaeb153f0da95e0cbe49be67813bf3349c,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b155|illes-balears|2022|caso-7|158|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b155,illes-balears|2022|caso-7|158,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":258,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,258,,server_error,,6055,6091,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,100,71ab16178064e190e05cf61058c34c974d66e8f6b23fe256788e1e487b4456ff,fdbcfb27be075d07bf93366a45eb62e695f60f9a9759469701164f0f4cf3ff68,d3ceefc5264524494768ab210d05da541a2786b9945ceb81170a9c0db3108f7d,4b8d850893f7363573989e0550d1bf54001d32da48a6ae508a71f25c12923434
tailscale_medical_rag|A|b155|illes-balears|2022|caso-7|158|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b155,illes-balears|2022|caso-7|158,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":271,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,271,,server_error,,6055,6091,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,100,71ab16178064e190e05cf61058c34c974d66e8f6b23fe256788e1e487b4456ff,fdbcfb27be075d07bf93366a45eb62e695f60f9a9759469701164f0f4cf3ff68,944cfcf5b7588eaed67d1dc80d532b259220345d82bc65b29f351ef6a089f06b,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b155|illes-balears|2022|caso-7|158|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b155,illes-balears|2022|caso-7|158,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":292,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":87,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":96,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":262,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,262,,server_error,,6055,6091,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,100,71ab16178064e190e05cf61058c34c974d66e8f6b23fe256788e1e487b4456ff,fdbcfb27be075d07bf93366a45eb62e695f60f9a9759469701164f0f4cf3ff68,08ec21ebd4927677a95309e657e4c0f462c88b09c981c3ae93e5b7ae9d45e18d,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
tailscale_medical_rag|A|b156|illes-balears|2022|caso-7|159|google/gemini-3.6-flash|1,tailscale_A,tailscale_medical_rag,A,b156,illes-balears|2022|caso-7|159,retained318,google/gemini-3.6-flash,1,tailscale_http500_correlated_overlength_exact_input,2,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":326,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":79,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,79,,server_error,,6228,6264,ab520_gapfill_ts_A_gap_gemini,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,101,75b7df18bea4cb289bbf4f0a7f13b2016bcb2bea77d59b01ac2213e3a2c7640a,6738df3cae0e613d0cde25334e26ba56c3321e971fc1275b1f2fc991ba7fc44e,fb0f49b3fdf682612754ef88736096953524c210ef14217162f07a38b7a050f9,794cbdd23362d214aee1f3c755bdda9858bd78a42431635c9ea64766d5e666de
tailscale_medical_rag|A|b156|illes-balears|2022|caso-7|159|google/gemma-4-26b-a4b-it|1,tailscale_A,tailscale_medical_rag,A,b156,illes-balears|2022|caso-7|159,retained318,google/gemma-4-26b-a4b-it,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":264,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,264,,server_error,,6228,6264,ab520_gapfill_ts_A_gap_gemma,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,101,75b7df18bea4cb289bbf4f0a7f13b2016bcb2bea77d59b01ac2213e3a2c7640a,6738df3cae0e613d0cde25334e26ba56c3321e971fc1275b1f2fc991ba7fc44e,b9ae298878d506ab7b12f760cf97f404003f002d6f8dc1bebace8e4b5c879d85,4b8d850893f7363573989e0550d1bf54001d32da48a6ae508a71f25c12923434
tailscale_medical_rag|A|b156|illes-balears|2022|caso-7|159|qwen/qwen3.6-35b-a3b|1,tailscale_A,tailscale_medical_rag,A,b156,illes-balears|2022|caso-7|159,retained318,qwen/qwen3.6-35b-a3b,1,tailscale_http500_correlated_overlength_exact_input,1,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":254,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,254,,server_error,,6228,6264,ab520_gapfill_ts_A_gap_qwen,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,101,75b7df18bea4cb289bbf4f0a7f13b2016bcb2bea77d59b01ac2213e3a2c7640a,6738df3cae0e613d0cde25334e26ba56c3321e971fc1275b1f2fc991ba7fc44e,bf952ab63b4e8c0715a836c7546f945c54da85bda445dd38f31debac22a9cb82,3888180730a6df5d3a34ef73447d87c66ce30ce02b55e04e5eb5b5b787bc566b
tailscale_medical_rag|A|b156|illes-balears|2022|caso-7|159|z-ai/glm-5.2|1,tailscale_A,tailscale_medical_rag,A,b156,illes-balears|2022|caso-7|159,retained318,z-ai/glm-5.2,1,tailscale_http500_correlated_overlength_exact_input,4,"[{""attempt_index"":1,""status_code"":500,""latency_ms"":73,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":2,""status_code"":500,""latency_ms"":87,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":3,""status_code"":500,""latency_ms"":93,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null},{""attempt_index"":4,""status_code"":500,""latency_ms"":333,""finish_reason"":null,""error_type"":""server_error"",""parse_status"":null,""selected_letter"":null}]",500,333,,server_error,,6228,6264,ab520_gapfill_ts_A_gap_glm,data/experiment-4-aug-26/results/ab520-gapfill-2026-08-04/runs/ab520-gapfill-2026-08-04.sqlite,data/experiment-4-aug-26/flat-A.xlsx,9376f7e6a55c0584501766e5d5ac16cbf720cefcf5733e9e52903c73eede936a,101,75b7df18bea4cb289bbf4f0a7f13b2016bcb2bea77d59b01ac2213e3a2c7640a,6738df3cae0e613d0cde25334e26ba56c3321e971fc1275b1f2fc991ba7fc44e,9be9f52c63984f4c3b98c6db662008de804430cf718fe8b2dc8b2367dbf74eea,7a6c84a13aa5ad3a35c215cc08a9f5ab16e383689b8669c07af1cb7cce404b6b
